name,gender,birth_count
Eren,M,32
Najae,F,25
Alissa,F,728
Yousif,M,33
Jessiah,M,58
Elycia,F,12
Linzie,F,13
Shahadah,F,6
Khadeja,F,7
Cloey,F,183
Ruhani,F,6
Kennan,M,27
Jameion,M,5
Aleida,F,56
Cortnee,F,7
Johnnathan,M,8
Matheus,M,81
Clayton,M,1574
Tuscan,M,5
Varsha,F,45
Fausto,M,49
Shritan,M,7
Izabellah,F,16
Jenae,F,31
Payten,F,287
Riyaan,M,6
Laynee,F,76
Gaberial,M,22
Saheim,M,6
Saragrace,F,5
Kieryn,F,18
Aneth,F,15
Kaori,M,5
Hasti,F,9
Christal,F,79
Che,M,41
Aunesti,F,5
Maythe,F,14
Mylee,F,730
Jahni,F,7
Lamichael,M,6
Eunique,F,19
Jamieson,M,25
Amori,F,16
Susanne,F,13
Marx,M,5
Zenaida,F,39
Lelend,M,6
Malakai,M,394
Nicola,M,37
Shilah,F,57
Dallin,M,184
Meryn,F,13
Makaiyah,F,12
Marcel,M,260
Omario,M,8
Isabele,F,11
Jimarion,M,5
Jabar,M,10
Janoah,M,9
Nirvaan,M,9
Kalya,F,8
Ahad,M,12
Braxdon,M,7
Kenslei,F,6
Naidelin,F,10
Tacoma,M,10
Irlanda,F,19
Alisha,F,476
Kolbey,M,12
Calliana,F,5
Annastacia,F,12
Lief,M,5
Martavius,M,17
Euan,M,20
Ellanor,F,16
Demarquis,M,6
Dinara,F,7
Khamari,M,103
Kelbie,F,7
Nari,F,15
Taevion,M,22
Hazelyn,F,6
Bryant,M,728
Poppy,F,73
Nathalia,F,284
Huntley,M,12
Yoany,F,5
Maxwel,M,14
Sherline,F,16
Kahmari,M,20
Edlin,F,6
Dakyla,F,5
Dejohn,M,12
Eseosa,F,6
Henri,M,80
Mykle,M,6
Athena,F,692
Alaisha,F,23
Lamaj,M,12
Dayron,M,33
Jenelle,F,84
Mircale,F,6
Joci,F,10
Layli,F,9
Kennedi,M,5
Tej,M,18
Saivion,M,6
Holden,M,876
Danniella,F,8
Delwyn,M,5
Landrie,F,32
Naysha,F,11
Torianne,F,7
Malori,F,13
Yochanon,M,5
Amaree,M,57
Leaya,F,8
Beau,M,747
Klever,M,10
Dhani,M,5
Caelia,F,5
Mylii,F,5
Shikha,F,6
Syleena,F,7
Finnan,M,11
Devony,F,9
Amahd,M,5
Stevon,M,6
Maribel,F,291
Harshita,F,21
Jamilett,F,12
Qais,M,7
Kavari,M,17
Madelayne,F,6
Tiler,M,15
Mitchelle,F,8
Khaiden,M,5
Asa,M,384
Maite,F,204
Martial,M,5
Calvyn,M,6
Elizabethann,F,6
Sammie,M,39
Aisley,F,35
Vianny,F,7
Hailly,F,9
Ithiel,M,7
Geddy,M,8
Arron,M,66
Caitlin,F,1457
Analyse,F,41
Rosanna,F,45
Avamarie,F,49
Jemia,F,7
