name,gender,birth_count
Mercedee,F,6
Serafin,M,33
Joneshia,F,6
Ashlye,F,13
Keyauna,F,10
Esprit,F,5
Martisha,F,16
Clancey,M,5
Jayvonna,F,5
Takira,F,35
Josemanuel,M,18
Henok,M,7
Nigee,M,5
Zedrick,M,10
Elyana,F,5
Deejay,M,8
Saskia,F,16
Suzann,F,8
Blakelyn,F,6
Alyce,F,50
Gamaliel,M,30
Zaki,M,14
Secret,F,16
Yechiel,M,27
Kyree,F,8
Dieon,M,6
Bashir,M,16
Daltyn,M,9
Sandee,F,8
Marigold,F,5
Ilir,M,9
Kareemah,F,14
Samaya,F,5
Lakeia,F,10
Breyon,F,6
Reinaldo,M,44
Miraya,F,9
Mao,F,14
Basir,M,5
Jerritt,M,8
Kelsay,F,15
Lakeem,M,9
Annastacia,F,14
Tyerra,F,10
Macaela,F,6
Kamya,F,7
Jyron,M,5
Jassel,F,5
Kina,F,11
Alexsondra,F,5
Julian,M,2487
Rasheda,F,22
Alexi,M,30
Mercy,F,52
Usiel,M,5
Perris,M,15
Jeri,F,84
Samon,F,8
Dandrae,M,6
Kandance,F,5
Charly,F,33
Samira,F,109
Laneesha,F,6
Dalayna,F,6
Seleni,F,8
Dondrae,M,6
Tarique,M,16
Gilda,F,19
Gabriel,F,237
Cedar,M,9
Karif,M,5
Chantal,F,269
Lyza,F,6
Nitza,F,6
Anneke,F,14
Brigette,F,82
Sujay,M,6
Aroldo,M,7
Eliyah,M,5
Lavette,F,10
Demisha,F,14
Sinead,F,32
Kairee,F,9
Wahid,M,6
Chazmine,F,8
Koree,F,10
Alyona,F,5
Aleem,M,11
Khadeem,M,11
Jenson,M,17
Mikkel,M,13
Latoria,F,44
Chantale,F,10
Krystian,F,17
Lyliana,F,5
Kashana,F,5
Giulianna,F,6
Maxton,M,10
Sylas,M,8
Dairon,M,5
Keifer,M,71
Seena,M,6
Torianne,F,7
Desmon,M,43
Shmiel,M,12
Marian,F,170
Kimya,F,9
Azia,F,50
Nakota,F,6
Cobey,M,12
Kailynn,F,36
Ashford,M,7
Haik,M,5
Mcgregor,M,6
My,F,29
Emiko,F,19
Lan,F,18
Dajanique,F,6
Jermal,M,27
Bradin,M,5
Susanne,F,47
Champaine,F,7
Fortino,M,12
Lashara,F,10
Kou,M,33
Avina,F,7
Keoni,F,7
Crystal,M,17
Takia,F,63
Ajai,F,9
Jacquay,M,6
Jaelyn,M,10
Sapphire,F,82
Kyara,F,65
Lesli,F,50
Yalitza,F,16
Batya,F,10
Odette,F,11
Sitara,F,11
Claressa,F,12
Marykatherine,F,25
Curren,M,10
Makalah,F,5
Beatriz,F,513
Shannen,M,9
Malorie,F,115
Kamra,F,6
Danyela,F,9
Lynwood,M,9
Kenwood,M,6
Edisha,F,5
Alexio,M,13
Bradlee,M,73
Jenia,F,9
Alyn,M,5
Ashlen,F,45
Klarissa,F,76
Sulma,F,10
Ramey,M,8
Eilis,F,5
Rebecka,F,121
Kinyatta,F,5
Kasra,M,7
Savannah,M,6
Berkley,M,13
Afiya,F,10
Jalesa,F,51
Maneka,F,6
Sheyann,F,9
Larah,F,7
Curtiss,M,39
Nikkole,F,33
Akina,F,13
Charles,M,9855
Vance,M,218
Anneli,F,7
Jeoffrey,M,9
Tereasa,F,7
Kwadwo,M,6
Wade,M,591
Bethany,F,2841
Nataniel,M,12
Kemar,M,11
Kailee,F,215
Anmol,F,6
Wilmot,M,5
Cristobal,M,141
Tamika,F,220
Yarelis,F,7
Kainalu,M,12
Shaquira,F,24
Maricela,F,246
Jarae,F,10
Shanae,F,115
Korey,F,47
Finn,M,9
Genesi,F,7
Marisah,F,7
Ayannah,F,5
Lateef,M,16
Jake,F,8
Beonka,F,8
Mykel,F,17
Scottie,F,16
Michelina,F,10
Jaylan,F,11
Kursten,F,10
Marion,M,100
Caterina,F,49
Bryahna,F,7
Sarkis,M,23
Myosha,F,7
Talyn,M,8
Rashaun,F,6
Zaineb,F,9
Lincoln,M,178
Alese,F,11
Jeriel,M,9
Marilee,F,24
Aurelia,F,68
Jsean,M,6
Ocean,F,23
Brandice,F,17
Denetta,F,5
Marque,M,25
Rennie,F,7
Azra,F,6
Chanel,F,594
Randal,M,165
Carlisha,F,34
Lacole,F,5
Lyanna,F,8
Eunise,F,5
Whitnee,F,25
Eshani,F,5
Maleeha,F,8
Lavona,F,6
Bobbiejo,F,7
Toddrick,M,17
Charnele,F,13
Laci,F,170
Alice,M,6
Ceferino,M,5
Sydnei,F,14
Krisandra,F,6
Blessed,F,6
Shonda,F,38
Doren,M,8
Raenesha,F,5
Vann,M,13
Cal,M,52
Mouhamed,M,6
Rubyann,F,5
Kharon,M,6
Geovannie,M,7
Kadarius,M,31
Rashunda,F,8
Aarron,M,51
Seline,F,7
Alexxa,F,15
Leina,F,6
Chavely,F,9
Jakar,M,7
Mekayla,F,39
Rosangela,F,14
Kimyatta,F,6
Rakim,M,58
Shakeyah,F,12
Shirley,F,405
Katherine,F,10507
Bonita,F,52
Tora,F,15
Lateshia,F,26
Perlita,F,7
Kellie,F,958
Peggy,F,114
Andra,F,46
Rossi,F,6
Jodi,M,6
Daric,M,15
Haneen,F,35
Xaiver,M,26
Kathryn,F,5089
Cj,M,26
Demaris,F,14
Leshaun,M,6
Latifa,F,24
Desmand,M,6
Caprice,F,88
Bertina,F,6
Brooklyne,F,8
Destini,F,200
Drake,M,682
Kory,M,434
Rashod,M,29
Jenilee,F,9
Shaka,M,20
Zerick,M,6
Wadie,M,5
Rica,F,11
Yordano,M,6
Sammantha,F,116
Tika,F,5
Kamber,F,12
Lawson,M,61
Briaunna,F,17
Nicolina,F,22
Carmen,M,68
Jarmal,M,7
Tanzy,F,5
Allyn,F,34
Kayna,F,8
Jeannie,F,107
Catelyn,F,69
Yazan,M,16
Shakeira,F,42
Kailen,F,15
Akia,F,53
Izac,M,7
Capricia,F,8
Karlos,M,29
Lawrence,M,1551
Joshau,M,9
Malaney,F,5
Allyson,F,1346
Sharod,M,35
Aurora,F,365
Connor,F,122
Jarrad,M,53
Dorinda,F,10
Mack,M,108
Irina,F,25
Farrah,F,129
Nickalaus,M,13
Clark,F,6
Avory,M,8
Dawnmarie,F,5
Hershy,M,6
Mallory,M,11
Taevon,M,12
Lashawn,F,113
Frederick,M,949
Katryn,F,17
Jazlyn,F,48
Tory,F,142
Kae,F,7
Chanteria,F,10
Simone,F,559
Damika,F,16
Natalina,F,8
Alijah,F,17
Miriah,F,119
Blakely,M,26
Jonni,F,16
Rickey,M,311
Tarynn,F,9
Faige,F,6
Kylar,M,16
Olajuwon,M,16
Sylina,F,5
Jibreel,M,14
Shandiin,F,6
Johnny,F,12
Takeisha,F,35
Linsay,F,20
Aniza,F,7
Kelso,M,5
Annmarie,F,165
Rabab,F,8
Juaquin,M,25
Safari,F,12
Katoria,F,5
Jenise,F,52
Reanne,F,25
Melanie,M,9
Felesha,F,8
Kyson,M,10
Alexiss,F,16
Jourdain,M,9
Elaini,F,7
Chico,M,11
Nate,M,43
Aerika,F,5
Yadira,M,7
Kaio,M,5
Joneric,M,5
Ben,M,331
Kameisha,F,11
Gracee,F,5
Stefanie,F,589
Lyndsea,F,5
Kendahl,F,12
Kevontae,M,10
Asher,F,7
Ashla,F,5
Ewan,M,5
Trai,M,27
Tandi,F,7
Jazel,F,6
Jena,F,377
Zaid,M,52
Kash,M,15
Kasey,M,378
Mckayla,F,170
Masud,M,5
Carey,M,102
Kristyl,F,7
Jacci,F,9
Tashala,F,6
Enedina,F,30
Shealee,F,8
Markis,M,35
Dazmon,M,6
Reynaldo,M,297
Brayn,M,5
Chrysten,F,6
Lenna,F,10
Signa,F,6
Wilford,M,15
Audrie,F,37
Shalise,F,9
Suzy,F,18
Jquan,M,14
Caris,F,6
Zhana,F,8
Keiera,F,8
Beny,M,5
Donnesha,F,19
Angelyn,F,19
Allia,F,8
Taelor,M,9
Antoinne,M,10
Ambrielle,F,7
Leovardo,M,14
Samia,F,33
Mallisa,F,5
Joeann,F,7
Dontrez,M,6
Galileo,M,7
Shanikwa,F,9
Imhotep,M,8
Ajani,M,14
Oriel,M,6
Aven,M,12
Ember,F,52
Bryar,M,20
Ashton,M,713
Edgar,F,19
Anesa,F,12
Holland,M,16
Annie,F,760
Pennie,F,8
Kamryn,F,44
Martae,M,8
Zakia,F,41
Marco,M,1646
Nashae,F,11
Hortencia,F,18
Wallis,F,9
Keagan,M,72
Venice,F,17
Talissa,F,19
Neiko,M,12
Theodor,M,11
Alberta,F,43
Taner,M,25
Jasminemarie,F,6
Abiel,M,14
Tysean,M,26
Dow,M,7
Devvin,M,5
Mellanie,F,11
Tezra,F,5
Marlenie,F,5
Yusra,F,8
Edwin,F,20
Crystelle,F,5
Dwan,M,17
Esta,F,6
Toneka,F,5
Sonata,F,6
Josey,F,41
Tom,M,145
Montre,M,23
Bryant,M,1032
Rory,F,24
Khristina,F,29
Ashden,F,5
Joshua,M,33575
Shaneika,F,22
Empress,F,7
Khyra,F,8
Shereka,F,5
Rustin,M,35
Dashanay,F,5
Aloysius,M,13
Arkeem,M,17
Micki,F,13
Arnetta,F,7
Tailer,F,20
Ruperto,M,14
Sakara,F,5
Cendy,F,14
Aquasia,F,5
Trevaughn,M,44
Jess,F,12
Demontay,M,9
Gianni,F,29
Jestine,F,16
Jonathin,M,8
Javier,F,25
Izik,M,5
Shania,F,85
Shaquile,M,48
Deante,M,151
Karian,F,7
Keandra,F,73
Winter,F,89
Art,M,18
Asra,F,6
Nicholai,M,18
Trechelle,F,5
Ted,M,179
Demorris,M,10
Toran,M,12
Tamiko,F,10
Thatcher,M,16
Brielle,F,233
Jackeline,F,121
Julianna,F,390
Nikesh,M,11
Alysson,F,8
Jonell,M,5
Shakeil,M,26
Matiah,F,5
Brady,F,41
Nagee,M,6
Sharron,F,50
Kaylla,F,9
Taisha,F,74
Chyanna,F,8
Darneshia,F,7
Cason,M,33
Defonta,M,6
Shaylah,F,20
Cass,M,14
Inez,F,70
Nashali,F,7
Tommaso,M,6
Rainier,M,12
Janene,F,12
Thane,M,26
Marcques,M,5
Zavier,M,48
Lowen,M,6
Joelle,F,224
Teea,F,7
Aarica,F,5
Jaymee,F,73
Deshea,F,5
Trenna,F,6
Kallen,F,10
Chandani,F,9
Cinnamon,F,46
Taylynn,F,6
Cyndy,F,14
Harmon,M,6
Elesia,F,6
Bradlee,F,9
Patrick,M,9856
Lama,F,10
Idris,M,37
Asha,F,203
Aramis,M,39
Michell,F,89
Makesha,F,7
Stevanna,F,7
Kathrine,F,209
Irie,F,9
Mitchelle,F,14
Dewey,M,51
Mitchell,F,36
Juliano,M,13
Marilynn,F,45
Romen,M,6
Celene,F,102
Shaida,F,7
Davette,F,7
Carlitos,M,6
Charmayne,F,33
Delanna,F,8
Alissa,F,1086
Jeremi,M,36
Chelsye,F,11
Martavia,F,5
Maki,F,6
Tyrel,M,116
Mattea,F,40
Marielena,F,101
Luqman,M,9
Berton,M,8
Arie,M,25
Heath,M,363
Kem,M,5
Cariann,F,6
Allysha,F,19
Moss,M,5
Sharina,F,29
Rupert,M,10
Tiani,F,15
Takenya,F,12
Brittnei,F,7
Garon,M,19
Shahada,F,8
Diante,F,8
Aveon,M,5
Tanaya,F,38
Elisheva,F,41
Arlin,F,15
Mattheu,M,6
Parke,M,7
Uriel,M,315
Cherise,F,99
Malka,F,63
Angelica,M,11
Mycal,M,9
Shailey,F,5
Darrien,F,45
Clarise,F,6
Angenique,F,6
Jasen,M,48
Lynna,F,11
Jesu,M,10
Angelyca,F,6
Makaylia,F,5
Paton,M,5
Pariss,F,6
Levy,M,28
Doral,M,5
Tiaja,F,6
Kourtnie,F,30
Kaylor,M,11
Uziel,M,19
Aliscia,F,15
Diani,F,8
Arnie,M,8
Sanya,F,9
Lashandra,F,14
Teresa,M,5
German,M,238
Mynor,M,15
Alexi,F,110
Dainon,M,6
Gavriela,F,6
Pooja,F,94
Shelsey,F,5
Shean,M,10
Keanthony,M,8
Angelea,F,28
Georgette,F,53
Quantashia,F,6
Daisha,F,113
Danice,F,10
Aditi,F,23
Myka,M,6
Chanceler,M,7
Tino,M,30
Mahogany,F,75
Exavier,M,16
Aleyda,F,17
Elouise,F,6
Rhyan,F,14
Daquon,M,32
Geran,M,8
Omega,M,6
Deontia,M,5
Dajon,F,7
Sem,M,6
Exie,F,5
Honorio,M,7
Teandra,F,14
Canaan,M,58
Frederick,F,5
Machaela,F,12
Kendrell,F,5
Georgia,F,365
Mikenna,F,10
Jessicah,F,9
