name,gender,birth_count
Jammie,M,66
Bradrick,M,9
Kelly,M,1184
Annamaria,F,43
Hillarie,F,14
Karlyn,F,22
Lakicia,F,10
Tamiko,F,73
Shulanda,F,5
Mahealani,F,6
Dody,F,8
Erricka,F,8
Shakesha,F,10
Adora,F,15
Arnette,F,8
Fritz,M,38
Elyce,F,10
Gia,F,75
Ebecca,F,6
Susannah,F,116
Anthoney,M,38
Tiauna,F,9
Mona,F,154
Antwane,M,34
Mckinley,F,6
Careem,M,6
Haskell,M,11
Dione,M,21
Latika,F,23
Ottis,M,14
Gregg,M,302
Ervin,M,173
Saida,F,11
Giovana,F,5
Paula,F,1598
Steven,F,110
Timeka,F,63
Evagelos,M,7
Kymberlee,F,13
Tamarra,F,44
Kee,M,9
Lashun,F,14
Majed,M,5
Leonda,F,13
Dillon,M,167
Lakisa,F,21
Michaela,F,266
Atiyah,F,5
Celso,M,26
Dalton,M,74
Charnita,F,15
Sherhonda,F,9
Gretchen,F,918
Paulette,F,155
Derra,F,6
Edvardo,M,13
Jamisha,F,10
Charisma,F,33
Mieke,F,7
Sheilia,F,8
Timbra,F,5
Demetruis,M,14
Raychelle,F,13
Whittney,F,11
Shanta,F,264
Kao,M,23
Linna,F,5
Aiesha,F,43
Cherrie,F,42
Hellen,F,20
Alston,M,11
Laureen,F,40
Mark,F,79
Deitrich,M,8
Jun,M,21
Samora,F,5
Shean,M,8
Pratik,M,7
Lyric,F,12
Leonela,F,8
Naya,F,10
Gaurav,M,8
Edna,F,283
Jaritza,F,6
Galo,M,7
Earl,F,11
Easter,F,9
Kapiolani,F,5
Eliabeth,F,11
Aidee,F,10
Bron,M,5
Dajuan,M,43
Deke,M,12
Daphanie,F,11
Ileia,F,5
Lorah,F,7
Yajaira,F,95
Lazette,F,5
Phoebe,F,84
Takiyah,F,56
Traci,F,1131
Jeremy,F,140
Senia,F,5
Rondal,M,13
Seth,F,16
Ichelle,F,5
Travis,F,86
Oneal,M,11
Antuan,M,35
Delano,M,67
Pattrick,M,5
Westly,M,24
Nickcole,F,8
Kita,F,8
Diron,M,11
Bevan,F,7
Elieser,M,5
Korry,M,9
Esequiel,M,44
Dagny,F,7
Eraina,F,10
Demetrias,M,7
Junaid,M,6
Johnmark,M,8
Frankie,F,96
Eduard,M,18
Johathan,M,66
Tian,F,7
Marshel,M,5
Darling,F,7
Carron,F,6
Al,M,109
Nikola,F,7
Cenia,F,5
Hakan,M,6
Buddy,M,139
Vashaun,M,5
Prestina,F,5
Cord,M,14
Yu,F,7
Authur,M,12
Seann,M,14
Makenzie,F,19
Katya,F,19
Chioke,M,10
Ryah,F,6
Karita,F,7
Wilmer,M,31
Sharita,F,140
Creig,M,6
Daci,F,5
Tieisha,F,5
Leila,F,184
Jerad,M,190
Vianca,F,15
Benjiman,M,51
Wilda,F,8
Chantrell,F,11
Brighid,F,9
Meegan,F,23
Grayson,F,8
Theron,M,118
Arnisha,F,14
Aprill,F,16
Tiffiny,F,144
Shaleka,F,5
Rashea,F,5
Bert,M,118
Koby,M,20
Jestin,M,21
Loring,M,9
