name,gender,birth_count
Jacque,M,16
Gaither,M,21
Ragnhild,F,7
Fay,M,123
Lunsford,M,7
King,M,89
Venora,F,8
Ardeth,F,14
Catharine,F,236
Camilo,M,20
Lawerance,M,10
Alvah,M,41
Flossie,F,564
Parrie,F,5
Valora,F,8
Glessie,F,5
Zonnie,F,7
Donnabelle,F,17
Sigismund,M,13
Adell,F,169
Lessie,M,22
Ailsa,F,5
Ivis,F,6
Elizabeth,M,37
Rozell,F,12
Orbie,M,23
Elwyn,M,88
Vena,F,57
Bernece,F,21
Olivia,F,466
Alba,F,53
Coley,M,22
Darnell,M,10
Jodie,F,22
Mattie,M,19
Lenola,F,8
Gisella,F,11
Theatus,F,5
Harl,M,16
Levon,M,13
Marwin,M,5
Parvin,M,11
Aleen,F,48
Howard,F,38
Placido,M,15
Simeon,M,28
Marvis,F,12
Ellen,F,3030
Elida,F,30
Aldor,M,6
Meribah,F,6
Duey,M,8
Lavina,F,133
Arvine,M,5
Kelso,M,6
Frederic,M,202
Elvin,F,7
Dexter,F,6
Azzie,M,6
Herlinda,F,32
Channing,M,10
Yancey,M,6
Lindell,M,17
Rex,M,510
Cyril,M,313
Guilbert,M,6
Amelia,F,1115
Liberty,M,14
Ted,M,564
Evan,M,178
Sullivan,M,18
Lina,F,104
Robinson,M,15
Jinnie,F,12
Julius,F,6
Erving,M,15
Viva,F,89
Enriqueta,F,24
Hillard,M,62
Candelario,M,20
Jeanette,M,5
Florine,F,321
Walt,M,12
Neal,M,287
Emmaline,F,30
Thyrza,F,5
Rolande,F,16
Normon,M,6
Rico,M,7
Lowen,M,6
Melvina,F,96
Percy,F,20
Adolfo,M,37
Dominick,M,594
Estel,F,15
Adair,F,9
Lawrence,F,33
Letha,F,473
Jovita,F,23
Katheryn,F,181
Hazle,F,65
Rufina,F,16
Sim,M,40
Mamoru,M,5
Denzel,F,5
Pina,F,6
Rastus,M,10
Patrina,F,7
Orbin,M,12
Acy,M,5
Luke,M,176
Porter,M,115
Margarett,F,88
Mada,F,16
Lonie,F,38
Elbridge,M,22
Jewell,M,119
Severa,F,7
Ethelyne,F,18
Lovett,M,7
Royden,M,21
Rheta,F,22
Dellar,F,15
Voyle,M,10
Trammell,M,5
Auline,F,6
Elmus,M,7
Thekla,F,13
Adeline,F,1301
Gaylen,M,11
Enez,F,8
Esma,F,12
Coston,M,6
Marcelline,F,20
Dorthea,F,48
Velta,F,24
Seraphine,F,11
Robena,F,17
Stefie,F,5
Greeley,M,6
Melvern,M,11
Clois,M,20
Thedore,M,19
Asa,M,117
Ivy,M,64
Wanita,F,44
Val,M,34
Carolina,F,98
Frazier,M,29
Evie,M,7
Florice,F,21
Victoriano,M,12
Lucy,M,12
Elodie,F,11
Shannon,F,5
