name,gender,birth_count
Hoyle,M,38
Ellenore,F,8
Mariejeanne,F,5
Edda,F,8
Nealy,F,6
Dane,M,35
Johne,M,5
Lyles,M,6
Harrold,M,26
Roselia,F,8
Hardin,M,14
Norvella,F,5
Ercel,F,8
Jeane,F,145
Zula,F,97
Ila,F,642
Wasil,M,8
Sanford,M,273
Madeleine,F,223
Leighton,M,44
Fenwick,M,5
Olivia,F,527
Julio,F,5
Toby,F,39
Clessie,F,9
Maurine,F,269
Newman,M,42
Engelbert,M,5
Marrell,M,6
Lana,F,36
Raynell,F,7
Garlen,M,6
Argle,M,5
Rober,M,7
Rubie,M,5
Vassie,F,15
Valta,F,8
Myldred,F,8
Susie,M,8
Johnie,M,564
Penney,F,5
Dannie,F,21
Nicolo,M,10
Pita,F,6
Constance,F,1654
Donaldeen,F,6
Nate,M,8
Ophelia,F,365
Katrina,F,26
Baby,M,12
Leddie,F,7
Winfield,M,101
Sylvester,M,690
Marilynn,F,130
Master,M,5
Jestine,F,20
Veto,M,11
Nello,M,24
Emi,F,9
Voyd,M,7
Jeannetta,F,16
Bernardo,M,42
Derrill,M,15
Alvina,M,5
Vida,F,188
Arnetha,F,7
Harriett,F,462
Alfreeda,F,6
Adine,F,9
Morrel,M,5
Glenville,M,7
Socorro,F,126
Hatsue,F,11
Mamye,F,10
Nelsie,F,6
Loyola,F,18
Charity,F,62
Mancel,M,7
Alba,F,51
Lafe,M,9
Sofie,F,17
Leon,F,27
Audie,M,24
Rachel,M,8
Pricilla,F,12
Lou,M,41
Teressa,F,10
Fairie,F,10
Varina,F,5
Daphine,F,19
Lesta,F,8
Solveig,F,8
Famous,M,6
Ferrell,F,7
Limuel,M,6
Julianne,F,37
Daris,F,10
Delphia,F,80
Alverda,F,28
Lamoyne,F,7
Susumu,M,23
Morrison,M,16
Gabriela,F,8
Fedelina,F,7
Ruther,F,19
Ellinor,F,7
Parris,M,7
Asako,F,17
Ozie,M,15
Jerry,F,232
Eloyse,F,6
Murrell,F,8
Graciela,F,15
Lucrecia,F,6
Benjamen,M,12
Shelia,F,22
Carolene,F,6
Mckenley,M,6
Selig,M,15
Gilberta,F,18
Trino,M,5
Normand,M,172
Wenona,F,17
Soloman,M,18
Cleve,M,50
Celina,F,31
Nonie,F,21
Gwyndolyn,F,6
Jerrel,M,10
Tyson,M,12
Clyde,F,88
Jimmye,F,12
Natividad,F,41
Giovanna,F,16
Elmon,M,22
Leva,F,15
Ladd,M,6
Versa,F,12
Coy,M,244
Dorismae,F,6
Rulon,M,16
Candelaria,F,34
Maudy,F,5
Mendell,M,5
Douglas,F,23
Hensel,M,6
Nina,F,1197
Alka,F,5
Juanitta,F,5
Kathlene,F,13
Cornelius,M,390
Earnie,M,14
Dura,F,10
Townsend,M,6
Jonelle,F,7
Izola,F,22
Julis,M,14
Orphia,F,5
Glenda,F,143
Alphonsus,M,14
Rodney,F,5
Severiano,M,7
Otha,M,120
Cloyce,F,9
Jeroline,F,10
Aleen,F,51
Eudelia,F,14
Garnell,F,7
Renie,F,5
Henning,M,6
Inza,F,11
Tiny,M,6
Lestine,F,5
Press,M,6
Allan,F,7
Kaoru,F,6
Zelda,F,251
Moir,M,7
Axel,M,33
Deloss,M,7
Roland,F,7
Seiko,M,5
Dominic,M,545
Madalena,F,6
Marlin,M,241
Reuel,M,14
Roosvelt,M,5
Hassel,M,27
Montie,F,15
Perley,M,24
Evern,M,5
Salina,F,10
Melvena,F,12
Jermaine,F,5
Melanie,F,15
Gae,F,6
Emelda,F,25
Spiros,M,9
Mauricia,F,7
Luvenia,F,98
Rabon,M,7
Levander,M,7
Ada,F,1500
Horatio,M,14
Dorine,F,56
Modesto,M,34
Pellegrino,M,6
Pearley,F,20
Lorren,M,8
Janina,F,22
Charles,M,29590
Bruno,M,211
Leona,M,11
Ellard,M,6
Armelia,F,6
Deverne,M,6
Irva,F,5
Dera,F,9
Waldron,M,9
Annalee,F,35
Remigio,M,11
Melven,M,22
Barbara,F,9155
Aveline,F,7
Patience,F,12
Armond,M,64
Dorman,M,47
Elene,F,26
Serafina,F,17
Ivy,M,69
Hervey,M,23
Nicolasa,F,28
Ica,F,6
Autry,M,9
Murrel,M,17
Donley,M,9
Chin,M,5
Fortunata,F,8
Eldena,F,7
Valetta,F,13
Bob,F,6
Nadine,F,789
Garland,M,404
Nim,M,7
Jerre,M,5
Minola,F,6
Uldene,F,6
Lawana,F,19
Nickie,F,8
Perlie,F,18
Serapio,M,14
Shizuye,F,6
Vona,F,16
Margetta,F,6
Ettamae,F,5
Murdie,F,5
Florencio,M,39
Josepha,F,13
Rocco,M,317
Obie,F,9
Trena,F,7
Rolla,F,5
Grace,M,21
Marrietta,F,8
Lemar,M,13
Quida,F,8
Bonnell,F,13
Annias,M,5
Dale,F,85
Graham,M,95
Louella,F,238
Irving,F,8
Eria,F,7
Levy,M,43
Moline,F,6
Amador,M,34
Clance,M,11
Dirk,M,12
Lowella,F,6
Grace,F,5981
Beadie,F,11
Micheal,M,163
Vernetta,F,41
Elzia,F,5
Janell,F,23
Velcie,F,6
Philamena,F,6
Ardwin,M,5
Griffin,M,23
Wilburt,M,28
Clara,F,4775
Dayle,M,15
Evanell,F,7
Cloteal,F,16
Martell,M,7
Dealva,F,6
Emanuel,M,313
Celester,F,9
Carlee,M,7
Dallie,F,13
Octavio,M,21
Florentino,M,49
Arvin,M,42
Jodie,F,14
Lyal,M,6
Gradie,F,6
Cleven,M,18
Bernis,M,9
Zigmund,M,27
Thelton,M,5
Yoshito,M,20
Marene,F,7
Luberta,F,38
Tully,M,11
Kester,M,5
Myrth,F,6
Ersa,F,6
Marino,M,29
Marvell,F,9
Rozena,F,9
Adan,M,30
Guerino,M,7
Idalene,F,8
Murriel,F,28
Tyrus,M,18
Dell,M,35
Mckinley,M,102
Dewitt,M,144
Dorrie,F,5
Wilford,F,5
Joann,F,470
Milbert,M,9
Margrette,F,31
Ralf,M,8
Madlyn,F,46
Franklyn,M,89
Jason,M,110
Verlon,F,12
Algird,M,7
Genetta,F,8
Irene,F,9440
Felicitas,F,40
Lupie,F,9
Antonia,F,281
Lenoard,M,5
Limmie,F,5
Mervin,M,199
Roda,F,5
Phillips,M,17
Freddie,M,646
Lewin,M,5
Tressie,F,106
Demetra,F,15
Marguerite,M,8
Freeda,F,91
Vinnia,F,6
Esker,M,9
Ceclia,F,8
Danna,F,10
Olive,M,7
Walker,F,5
Holmes,M,23
Crawford,M,62
Judge,M,58
Bertilla,F,6
Aleine,F,5
Lois,F,9573
Payton,M,19
Jerry,M,1625
Teodora,F,22
Wilbur,M,1598
Leverett,M,5
Arthur,F,78
Carvin,M,7
Marnie,F,6
Virgin,M,8
Lamoyne,M,7
Donna,M,5
Denton,M,41
Gavina,F,13
Easter,F,133
Asencion,M,9
Julion,M,9
Thecla,F,7
Lupita,F,10
Odean,M,11
French,M,27
Isabelle,F,709
Telesfor,M,6
Hughie,M,48
Pattie,F,97
Seldon,M,21
Charmaine,F,10
Clark,M,273
Malcomb,M,7
Orlyn,M,11
Birtha,F,52
Emmaline,F,34
Garn,M,5
Jed,M,11
Kazumi,F,5
Melicent,F,7
Saraphine,F,5
Thurlo,M,6
Corydon,M,6
Blanca,F,16
Ladelle,F,5
Antoine,M,25
Argie,M,5
Okie,F,7
Macky,M,5
Randal,M,15
Mercer,M,26
Thelda,F,16
Maizie,F,21
Georgia,F,2412
Verland,M,15
Lelon,M,14
Ennis,M,41
Horace,M,1139
Chloris,F,9
Amparo,F,57
Marcelino,M,40
Genevive,F,29
Dorothie,F,29
Lendell,M,7
Rosette,F,5
Lorrain,F,16
Sherry,F,67
Nida,F,18
Granville,M,125
Delle,F,7
Manford,M,29
Dante,M,88
Armenia,F,10
Katy,F,65
Jaqueline,F,11
Macle,F,5
Roxane,F,6
Earline,F,449
Addie,M,15
Ephram,M,5
Elie,M,31
Marion,M,1615
Carline,F,18
Lilliane,F,9
Eugene,F,55
Vernard,M,43
Alger,M,19
Lyn,F,6
Mescal,F,17
Rockwell,M,7
Millan,M,5
Anetha,F,5
Doris,M,84
Elyse,F,5
Eleen,F,8
Darold,M,48
Gardiner,M,6
Annell,F,11
Ramon,M,488
Doyl,M,8
Ernesteen,F,9
Phronia,F,6
Marcelyn,F,16
Elvera,F,174
Curlie,F,10
Carmi,M,7
Erwin,M,430
Glynn,M,63
Neal,F,11
Domenick,M,103
Ovida,F,6
Nathanial,M,18
Irby,M,24
Truitt,M,6
Maria,F,2358
Terry,F,148
Wandalee,F,10
Loena,F,5
Ardice,F,6
Wilhelmina,F,227
Aldina,F,11
Madgie,F,10
Alexa,F,10
Murray,M,584
Manly,M,17
Wright,M,28
Troy,M,518
Ransom,M,36
Ina,M,5
Monte,F,8
Valentine,F,30
Josefina,M,6
Junie,F,18
Excell,M,5
Heber,M,31
Dorthy,F,580
Zacarias,M,6
Texas,M,6
Emiterio,M,6
Jeanett,F,10
Loucile,F,8
Verlon,M,35
Carmino,M,10
Lamae,F,7
Asbury,M,9
Clelia,F,9
Joyce,M,43
Queen,F,252
Lamerle,F,5
Margarit,F,5
Biddy,F,5
Lyndal,M,5
Worden,M,9
Hill,M,16
Duane,F,19
Amy,F,561
Erroll,M,5
Brainard,M,5
Onnalee,F,5
Claudis,M,7
Claud,M,310
Marlen,M,16
Casper,M,80
Jacqulyn,F,14
Sylbia,F,5
Wilkie,M,5
Vilma,F,54
Rubbie,F,19
Young,M,18
Ocie,F,97
Lytle,M,7
Thera,F,13
Glada,F,13
Hatsuyo,F,6
Adrianne,F,8
Burnis,F,10
Larue,F,119
Jerre,F,7
Tera,F,10
Edwardo,M,22
Rosa,F,2232
Nathalie,F,100
Bluford,M,10
Runette,F,6
Torrence,M,10
Lily,F,363
Zera,F,13
Liston,M,13
Macario,M,35
Verneda,F,15
Winford,M,108
Creda,F,5
Zulla,F,5
Lennon,M,12
Drucilla,F,36
Blodwen,F,6
Petrina,F,14
Elza,F,9
Lovina,F,24
Filadelfio,M,5
Anis,F,12
