name,gender,birth_count
Alexander,M,17635
Keithan,M,9
Mickeal,M,6
Tiphany,F,8
Chantelle,F,281
Sharra,F,9
Domenick,M,43
Britani,F,85
Yocelyn,F,5
Rafiq,M,8
Tc,M,6
Coriann,F,8
Raynell,M,6
Brent,M,2194
Alexandros,M,40
Charmin,F,5
Donjuan,M,5
Leesa,F,44
Irwin,M,61
Deepika,F,10
Kreston,M,5
Mackenzy,F,11
Alika,M,18
Amritpal,M,7
Dallis,F,5
Cozette,F,8
Michalina,F,5
Patricia,F,3417
Joshuah,M,71
Ronni,M,6
Shaye,F,58
Kacee,F,72
Darla,F,113
Terah,M,6
Tekeisha,F,5
Jerran,M,8
Delphine,F,8
Fahad,M,16
Lyda,F,9
Xochilt,F,39
Xia,F,16
Jennae,F,7
Kursti,F,5
Teliah,F,5
Egan,M,15
Damien,M,812
Kaylon,M,25
Tasha,F,960
Taylor,F,10252
Kandise,F,14
Neena,F,29
Trammell,M,6
Brieanna,F,119
Cuauhtemoc,M,25
Dekota,F,8
Shanin,F,10
Almalik,M,6
Manzell,M,5
Shronda,F,7
Jeffrie,M,15
Anuar,M,6
Ventrell,M,5
Lanesha,F,42
Graviel,M,5
Rahsaan,M,19
Sawsan,F,7
Cammeron,M,11
Scotti,M,8
Kaelan,F,5
Whitney,M,38
Rudolpho,M,11
Iram,M,8
Kassidi,F,19
Taya,F,40
Saysha,F,12
Kenda,F,25
Scot,M,76
Frederico,M,10
Bailie,F,35
Annalisa,F,108
Kirbi,F,11
Quatez,M,9
Angelia,F,239
Kailin,F,21
Shayann,F,7
Kaitland,F,16
Kimmi,F,6
Emerald,F,196
Art,M,28
Danisha,F,88
Omari,M,93
Ladell,M,16
Magdelena,F,6
Damesha,F,12
Oday,M,6
Cesily,F,8
Karlei,F,5
Delisa,F,70
Kalsey,F,7
Phebe,F,15
Bassel,M,6
Chaise,M,29
Bentley,F,8
Deshala,F,6
Mohammad,M,324
Ngoc,F,23
Jefrey,M,9
Zacchary,M,14
Keiona,F,26
Deandrea,M,34
Ashliegh,F,31
Kajal,F,5
Scarlet,F,57
Kenneth,F,26
Wilesha,F,5
Ryli,F,6
Eddison,M,6
Marcuss,M,6
Nevan,M,8
Sahib,M,8
Lavalle,M,7
Jerrick,M,58
Latavia,F,54
Symone,F,271
Oralia,F,32
Andra,M,26
Lachae,F,6
Shella,F,14
Cherokee,M,8
Rashauna,F,11
Savina,F,16
Rubit,F,8
Marland,M,10
Toryn,M,9
Casie,M,7
Huntington,M,7
Davisha,F,11
Samson,M,108
Jung,M,7
Otha,M,11
Jared,M,6212
Chaye,F,6
Marysol,F,41
Abelino,M,12
Chavela,F,8
Cymone,F,25
Querida,F,6
Donisha,F,77
Hayward,M,20
Kalie,F,208
Kealey,F,5
Hae,F,8
Karrisa,F,10
Johnnetta,F,9
Marcquis,M,10
Shanay,F,133
Stoney,M,38
Cera,F,56
Malee,F,8
Nycholas,M,6
Ravyn,F,49
Corrinne,F,36
Ramses,M,32
Jesica,F,199
Callan,F,40
Terrance,M,1345
Kaicee,F,5
Faatimah,F,12
Markesia,F,5
Juanisha,F,9
Channa,F,20
Terria,F,23
Tarra,F,59
Quavon,M,8
Cash,M,44
Chantae,F,27
Titania,F,17
Tovah,F,9
Chancey,M,28
Chantry,M,7
Brycen,M,38
Von,F,5
Roma,F,19
Kimberlyn,F,54
Shayne,M,350
Shalondra,F,10
Emmanuel,F,10
Dedrick,M,102
Yolonda,F,27
Yarima,F,5
Jamillah,F,19
Najee,M,149
Julia,M,19
Allyse,F,23
Lamonica,F,31
Aleshia,F,149
Jevon,F,6
Anthoni,M,17
Yosuke,M,9
Sulia,F,5
Lyana,F,5
Sheetal,F,8
Varun,M,35
Taylan,M,5
Isael,M,17
Kalab,M,14
Sharita,F,80
Jazelle,F,8
Chasady,F,6
Marquay,M,11
Ervey,M,6
Kaysha,F,60
Jevonte,M,12
Denzal,M,11
Sovanny,F,5
Aly,F,9
Marriah,F,36
Brek,M,5
Kurtis,M,547
Jameil,M,7
Jeanine,F,138
Jamar,F,7
Christion,M,9
Erika,F,4310
Marjorie,F,235
Alexio,M,5
Jemal,M,18
Nahjee,M,5
Salima,F,10
Rani,M,6
Ianna,F,12
Marra,F,14
Rossi,M,6
Onur,M,8
Damion,M,312
Annetta,F,14
Long,M,48
Pedro,F,13
Corsha,F,5
Phyllicia,F,16
Buford,M,12
Jessey,M,41
Miguelangel,M,74
Somnang,M,6
Montana,F,117
Scott,M,7110
Federico,M,137
Kieffer,M,11
Teasia,F,11
Felecia,F,129
Darlin,F,10
Justice,F,30
Jordin,F,114
Royce,F,7
Season,F,14
Kiyoshi,M,7
Winnifred,F,7
Stiles,M,5
Christyann,F,5
Shanade,F,14
Deona,F,26
Vivianna,F,29
Alejandrina,F,36
Sarafina,F,7
Rayne,M,7
Dontavius,M,43
Dwan,M,16
Kalynne,F,8
Cartell,M,6
Shaune,F,5
Avis,F,23
Doninique,F,9
Katee,F,34
Larry,F,13
Shirah,F,9
Katharine,F,687
Tomia,F,5
Ariel,M,665
Andrew,F,93
Ebelia,F,6
Hadley,F,64
Shavar,M,10
Kody,F,34
Eris,F,11
Naheem,M,11
Jenne,F,9
Francia,F,16
Grissel,F,7
Megon,F,5
Jamesedward,M,8
Orr,M,6
Jesusita,F,11
Kaleen,F,14
Shaqwana,F,6
Marla,F,237
Felisa,F,28
Kason,M,28
Helina,F,5
Ava,F,236
Dale,M,758
Kennard,M,28
Amen,M,6
Ngan,F,15
Brittnay,F,125
Shantora,F,7
Chandel,F,28
Shunte,F,5
Jessa,F,101
Deandre,M,1090
Bethann,F,23
Enos,M,21
Johnny,F,14
Jeanne,F,176
Mikala,F,63
Adrienne,M,13
Kyra,F,458
Hashem,M,7
Makia,F,31
Yuri,M,33
Torien,M,8
Gennie,F,7
Keya,F,33
Ravindra,M,7
Usama,M,8
Itai,M,6
Kenia,F,128
Reese,M,131
Micajah,M,5
Cortez,M,323
Nakela,F,7
Diane,F,710
Kiron,M,12
Jovana,F,53
Kyasha,F,7
Marchell,F,6
Brandice,F,29
Katherin,F,42
Shanica,F,17
Greggory,M,103
Marquin,M,7
Ashby,F,12
Chasya,F,9
Jessalynn,F,15
Maribell,F,9
Royce,M,194
Na,F,11
Yanira,F,112
Florencio,M,31
Neida,F,14
Shenade,F,6
Alesha,F,297
Rayla,F,14
Taylah,F,5
Rashaad,M,111
