name,gender,birth_count
Chandon,M,11
Charleston,M,38
Tyger,F,11
Merritt,F,21
Marie,M,23
Sharaya,F,7
Michelleann,F,6
Leah,M,9
Shakeela,F,9
Imanuel,M,5
Daysi,F,12
Reo,M,6
Shanise,F,20
Jolynne,F,6
Arcelia,F,28
Kyoko,F,5
Byron,F,7
Jamiel,F,6
Jomo,M,5
Terrilynn,F,6
Minal,F,5
Amyann,F,6
Rachelle,F,949
Timika,F,42
Venancio,M,9
Debbi,F,7
Anndrea,F,21
Dimitris,M,7
Corrigan,M,6
Hilari,F,9
Betzaida,F,9
Refujio,M,6
Latoyia,F,133
Jaynee,F,5
Aarika,F,23
Tammera,F,14
Anthony,M,20947
Teejay,M,5
Jin,F,12
Nakia,F,269
Sheneice,F,5
Cleophas,M,6
Marion,M,169
Ismail,M,20
Crystel,F,18
Jamara,F,13
Quanesha,F,19
Mishell,F,7
Geoffrey,M,1324
Etosha,F,22
Anitra,F,75
Rudolf,M,13
Nelson,M,652
Uriel,M,75
Moishe,M,16
Farah,F,82
Maricel,F,19
Korey,F,30
Kurt,M,975
Quincey,M,13
Francesca,F,351
Annesha,F,5
George,M,4262
Hason,M,5
Ariel,M,280
Jonica,F,11
Shali,F,7
Rosaisela,F,5
Sloan,F,19
Lucia,F,334
Shatona,F,8
Jamela,F,23
Vinh,F,5
Nikisha,F,37
Arthuro,M,5
Nashawn,F,5
Tamicka,F,12
Lamont,M,320
Justyn,M,36
Jeramine,M,6
Shanelle,F,142
Earnie,M,5
Ezell,M,14
Cinthia,F,103
Rhiannon,F,360
Ferdinand,M,25
Alicea,F,32
Hollie,F,649
Feiga,F,8
Towanda,F,22
Ladonna,F,286
Mackenzie,M,79
Kinsley,F,7
Nicklaus,M,64
Lenea,F,12
Nasheka,F,5
Sandra,F,2876
Traci,F,910
Shiana,F,6
Chauntia,F,6
Tarvis,M,18
Markeith,M,56
Melida,F,10
Rambo,M,5
Earle,M,23
Arash,M,26
Paige,F,606
Edwina,F,84
Donnell,M,259
Keenon,M,6
Dung,M,40
Chad,M,7063
Larita,F,23
Tasha,F,1685
Mary,M,56
Janeal,F,7
Shaterica,F,8
Chaz,M,184
Porshia,F,17
Devonne,M,16
Brody,M,98
Tiela,F,6
Ameer,M,20
Destany,F,17
Shandalyn,F,5
Luiz,M,40
Tabbatha,F,43
Karita,F,6
Dyron,M,11
Ranessa,F,7
Claudine,F,35
Kenji,M,35
Keyon,F,8
Min,F,9
Shavell,F,7
Michaelanne,F,7
Steffan,M,15
Darnita,F,6
Brennan,M,232
Sheenah,F,16
Sharon,F,1630
Lauretta,F,14
Mykia,F,12
Johnrobert,M,8
Elicia,F,108
Jase,M,26
Omeed,M,12
Niles,M,31
Vernard,M,11
Edric,M,18
Xia,F,5
Tonya,M,6
Russell,M,2685
Jennfer,F,8
Sararose,F,5
Erynn,F,13
Shelena,F,16
Candia,F,10
Jacky,F,6
Mcihael,M,7
Marico,M,12
Telina,F,9
Emi,F,23
Laird,M,7
Bjorn,M,59
Marielena,F,8
Royce,M,195
Christiann,F,6
Jewel,F,106
Jerick,M,8
Torri,F,43
Eman,F,25
Zakee,M,7
Dangelo,M,73
Hannah,M,14
Jenene,F,5
Rayford,M,30
Elric,M,5
Shereda,F,5
Alexandra,F,2812
Adelaide,F,26
Rinaldo,M,8
Aislinn,F,44
Teron,M,17
Clovis,M,13
Anna,F,5304
Azucena,F,42
Molly,M,15
Brindy,F,7
Juan,M,4635
Johnetta,F,44
Jerral,M,6
Tarsha,F,30
Nicollette,F,8
Sasha,M,15
Niki,M,6
Scott,F,70
Lovie,M,7
Zion,M,6
Jodee,F,44
Special,F,7
Sharlet,F,5
Rigo,M,29
Nachele,F,5
Willa,F,37
Charlene,F,936
Christell,F,5
Gail,M,5
Summar,F,8
Gidget,F,19
Yehudis,F,15
Harlin,M,5
Loredana,F,5
Ellisa,F,5
Beatrix,F,5
Thomasena,F,7
Esteven,M,10
Sayer,M,5
Mohamad,M,39
Ceara,F,10
Kalicia,F,7
Agustina,F,10
Trieu,M,5
Lyman,M,26
Sueanna,F,5
Dustie,F,26
Breeana,F,15
Abed,M,6
Whisper,F,7
Ceilia,F,5
Alycia,F,195
Tahira,F,21
Kai,M,85
Khanh,F,8
Detria,F,5
Leshawn,M,11
Obadiah,M,11
Tessy,F,7
Dannell,M,6
Hassan,M,119
Josie,F,249
Elsa,F,216
Brittan,M,11
Panagiota,F,12
Ronalda,F,10
Kizzy,F,18
Shamecia,F,5
Merle,M,51
