name,gender,birth_count
Normajean,F,9
Claudia,M,5
Liana,F,36
Philippe,M,31
Stormie,F,5
Sabina,F,47
Darral,M,14
Genae,F,5
Palmer,F,6
Gilmore,M,5
Abbie,F,94
Kym,M,20
Teddie,F,26
Calinda,F,6
Dorian,F,88
Mika,F,7
Alesa,F,37
Devoria,F,5
Raylene,F,62
Audrone,F,5
Donne,M,8
Jaycee,M,5
Dacia,F,16
Lansing,M,13
Veroncia,F,6
Charlie,M,1245
Lorenzo,F,8
Joni,M,6
Franchester,F,5
Alfonso,M,383
Case,M,5
Andretta,F,7
Weldon,M,125
Darwin,M,392
Lafayette,M,43
Bobbye,F,14
Dale,F,536
Otelia,F,8
Ruel,M,18
Marchella,F,9
Leticia,M,10
Eunice,F,326
Miriam,F,1053
Jodelle,F,11
Velisa,F,6
Wendell,M,1145
Doak,M,12
Malcolm,M,546
Debbra,F,170
Bernice,M,12
Murray,M,217
Coralyn,F,5
Burnard,M,6
Kathryn,F,5868
Ledell,M,11
Burma,F,9
Alyse,F,21
Dreux,M,5
Therese,F,1197
Gene,F,34
Mya,F,7
Osie,F,6
Gerri,F,197
Crosby,M,6
Aquilla,F,9
Rosslyn,F,11
Loran,F,14
Sueellen,F,11
Wanna,F,6
Shaw,M,8
Raymie,M,8
Rosario,M,34
Vandell,M,5
Payton,M,10
Emilee,F,7
Lilly,F,137
Deseree,F,5
Doreena,F,6
Lind,F,10
Gean,F,7
Clemente,M,34
Libbie,F,10
Leslee,F,94
Margarette,F,36
Selvin,M,15
Saleem,M,5
Loreli,F,16
Sherma,F,6
Michael,M,84206
Francee,F,7
Waynette,F,11
Glendon,M,47
Doy,M,6
Lillian,F,1430
Sheli,F,20
Carra,F,8
Veda,F,128
Amity,F,5
Shedrick,M,41
Monet,F,13
Johnathon,M,22
Rosalin,F,10
Keavin,M,5
Bronda,F,12
Deron,M,20
Sanjuanita,F,60
Trinidad,M,39
Hilde,F,5
Soraya,F,24
Derotha,F,7
Raimundo,M,8
Laverna,F,32
Jaquelyn,F,6
Lala,F,8
Garrison,M,9
Ashley,M,89
Ren,M,8
Darrian,M,5
Birtha,F,9
Bryson,M,9
Alyson,F,102
Tamila,F,15
Milana,F,6
Alysia,F,12
Kandace,F,40
Faythe,F,9
Olando,M,8
Penny,M,13
Demmie,F,5
Kristene,F,11
Nylene,F,5
Genevie,F,5
Martin,F,15
Clementina,F,10
Anthony,M,19511
Zina,F,60
Bobbe,F,5
Casey,M,348
Devone,F,5
Starlyn,F,6
Tinya,F,9
Lilie,F,6
Arnez,M,9
Sydnee,F,5
Soledad,F,18
Carol,F,17463
Nixon,M,12
Benedict,M,79
Kari,M,5
Timothy,F,90
Donal,M,45
Cherrell,F,7
Cora,F,455
Woody,M,74
Flossie,F,54
Sophronia,F,5
Rissa,F,8
Jeannemarie,F,7
Clay,F,7
Lesa,F,685
Nadja,F,9
Kerin,M,8
Jeanette,F,2650
Richad,M,10
Deedra,F,47
Silvio,M,15
Dagmar,F,17
Neysa,F,13
Memory,F,13
Deidre,F,339
Lanelle,F,9
Mildred,M,7
Jaime,F,96
Adelita,F,30
Brigitt,F,6
Howell,M,33
Betty,F,6503
Reeder,M,5
Floyd,M,1466
Charmain,F,15
Katherin,F,25
Nadia,F,51
Shellia,F,22
Earnestine,F,211
Philomene,F,5
Jaime,M,643
Patsi,F,5
Judy,F,8864
Torrance,M,16
Jennice,F,8
Babara,F,14
Evans,M,43
Kimerly,F,24
Edison,M,50
Nelvin,M,8
Betsie,F,5
Ruffin,M,5
Gennetta,F,5
Maira,F,11
Nanita,F,7
Cirilo,M,13
Allegra,F,14
Bayard,M,11
Edwards,M,5
Christa,F,178
Daiva,F,6
Maude,F,49
Sona,F,10
Shira,F,25
Desi,M,37
Susa,F,11
Mila,F,22
Vicki,M,11
Rossanna,F,7
Everrett,M,5
Murry,M,33
Antonia,M,28
Vinson,M,39
Burl,M,59
Charisse,F,109
Amos,M,262
Sharma,F,15
Nicolina,F,7
Murvin,M,5
Spencer,F,5
Evan,M,451
Katheryn,F,139
Lindell,M,42
Gleen,M,16
Marlou,F,5
Noe,M,118
Margo,F,422
Lew,M,37
Joaquin,M,93
Gentry,M,27
Maribeth,F,190
Mishelle,F,18
San,F,47
Fermin,M,26
Iain,M,8
Lamont,M,226
Caretha,F,8
Kandyce,F,9
Eulanda,F,6
Jennelle,F,5
Eugene,F,17
Georganne,F,30
Theodor,M,15
Kirkland,M,32
Norma,F,2560
Abron,M,5
Jimmie,M,1306
Genny,F,29
Anne,F,5632
Riley,M,108
Verta,F,9
Theotis,M,18
Lyndol,M,6
Leandro,M,25
Arlester,M,5
Alisia,F,26
Wilhelmenia,F,9
Adell,F,26
Daniella,F,10
Angelo,M,662
Blinda,F,9
