name,gender,birth_count
Cuthbert,M,8
Olga,M,6
Dian,F,6
Edwinna,F,11
Verneal,F,5
Sandra,F,110
Dominga,F,91
Mae,M,12
Wyndham,M,5
Armetta,F,7
Lila,F,1063
Lenn,M,5
Lolo,F,6
Remedios,F,5
Alexandria,F,39
Tomiko,F,33
Ula,F,52
Bruce,F,13
Doreather,F,8
Wilmont,M,9
Fleurette,F,8
Valma,F,12
Labelle,F,6
Dorsey,M,98
Haynes,M,15
Minola,F,9
Carolyne,F,29
Ineva,F,6
Brigida,F,14
Brendan,M,21
Modie,F,6
Orva,F,16
Justus,M,25
Kathryn,F,3712
Maryanne,F,39
Veron,M,6
Libbie,F,19
Odis,M,194
Rebekah,F,20
Princetta,F,5
Margrett,F,39
Argusta,F,5
Greely,M,5
Mearl,M,25
Dianne,F,13
Flois,F,5
Nestor,M,26
Lyla,F,82
Annastasia,F,5
Bernell,M,39
Ardenia,F,8
Elmo,F,9
Mickie,F,24
Marbeth,F,5
Dozier,M,13
Elna,F,113
Clarnce,M,29
Eldred,F,14
Marvell,F,11
Roselind,F,6
Evelyna,F,7
Oler,F,5
Autry,F,8
Lanier,M,18
Wreatha,F,6
Emmet,M,80
Mayron,M,5
Hazelle,F,18
Leocadia,F,45
Ader,F,8
Pernella,F,6
Merrill,F,14
Morgan,M,154
Lindell,M,22
Webster,M,85
Colette,F,45
Susie,M,11
Everee,F,5
Suzy,F,5
Tempie,F,28
Vincentina,F,6
Catheryne,F,6
Kiyoshi,M,66
Almedia,F,14
Evelynn,F,29
Lorenza,F,44
Toshiro,M,5
Moses,M,380
Hestel,F,6
Fredrica,F,6
German,M,14
Brunell,F,5
Oral,F,9
Iverna,F,5
Dorrace,F,5
Heyward,M,35
Leopoldo,M,36
Luvern,F,6
Celia,M,6
Merlin,F,10
Rosena,F,43
Sim,M,29
Adriana,F,22
Venie,F,7
Altha,F,91
Oria,F,6
Dorcas,F,142
Anselmo,M,19
Brenda,F,43
Reta,F,128
Elvie,F,46
Norval,M,67
Arva,F,16
Devona,F,10
Orange,M,12
Aurele,M,7
Ruey,F,5
Evarista,F,5
Sadye,F,10
English,M,6
Toshiko,F,58
Marietta,F,264
Rayetta,F,7
Lad,M,5
Geneveive,F,14
Cohen,M,5
Blannie,F,7
Araminta,F,5
Gearldine,F,66
Devora,F,9
Patton,M,6
Levan,M,7
Vinita,F,27
Albino,M,31
Winfield,M,104
Margaruite,F,8
Dolphus,M,31
Robt,M,16
Murlene,F,9
Luvina,F,18
Mittie,F,120
Edgar,F,9
Rollen,M,7
Dayton,M,86
Garlen,M,10
Maxene,F,29
Drury,M,6
Maysel,F,13
Stefania,F,13
Sherrell,M,7
Wanza,F,7
Francois,M,11
Elloise,F,12
Casmer,M,9
Hanford,M,14
Rosary,F,12
Zofia,F,5
Garrison,M,12
Fusae,F,11
Kendall,M,48
Esaw,M,15
Loretha,F,17
Gwendolyne,F,5
Katherlene,F,5
Emmeline,F,6
Wilford,M,223
Philippa,F,5
Willy,M,17
Rheba,F,35
Wynelle,F,18
Norman,F,28
Robin,F,24
Zell,M,5
Jewelene,F,8
Lacie,M,7
June,M,84
Elmira,F,93
Henritta,F,11
Demar,M,6
Phyllis,F,5476
Danial,M,27
Vaughn,M,130
Ezelle,M,5
Rhett,M,5
Ausbon,M,5
Furman,M,50
Fontella,F,5
Stillman,M,8
Serena,F,37
Lynton,M,8
Cayetano,M,5
Inice,F,7
Lucilla,F,14
Meryl,F,37
Lutha,F,5
Anie,F,8
Elodie,F,17
Tim,M,65
Edrie,F,16
Curtiss,M,51
Ardena,F,6
Loula,F,6
Domingo,M,114
Bertie,F,255
Bernice,M,103
Dillie,F,12
Syd,M,5
Avril,F,12
Verdella,F,11
Fara,F,5
Atlanta,F,5
Melvie,F,6
Cordell,F,7
Danna,F,6
Luverne,F,31
Linwood,M,175
Lunell,F,5
Jerald,M,78
Dimas,M,10
Detroy,M,5
Theadore,M,68
Jacqueline,F,1402
Lurline,F,51
Remell,F,7
Sula,F,24
Aleene,F,27
Truby,M,5
Miranda,F,10
Arnetta,F,47
Beata,F,16
Loyal,F,6
Evadean,F,10
Morry,M,5
Liddie,F,30
Leona,M,8
Radford,M,21
Equilla,F,11
Gladis,F,58
Franklyn,M,95
Spencel,M,5
Buena,F,26
Erlean,F,7
Lyndell,F,15
Lester,M,2768
Shelby,F,7
Anna,F,12862
Arvil,M,59
Fusako,F,17
Francys,F,7
Ottis,M,106
Zoe,F,61
Marven,M,18
Sumie,F,10
Ellard,M,5
Hamilton,M,62
Emmy,F,34
Firmin,M,5
Clotee,F,9
Esteban,M,27
Dona,F,181
Delories,F,6
Finnis,M,5
Jodie,M,42
Minnetta,F,6
Lorretta,F,38
Merritt,M,89
Marcile,F,27
Gloris,F,6
Venita,F,58
Maragret,F,11
Lavone,F,16
Leighton,M,58
Eula,F,1307
Cleofas,F,8
Clella,F,23
Yuvonne,F,5
Barron,M,10
Carmelo,F,5
Holland,M,31
Worden,M,5
Evelyn,M,38
Angelee,F,5
Clyne,M,5
Bella,F,172
Colbert,M,14
Idona,F,7
Dorotea,F,5
Claudine,F,160
Reubin,M,22
Mandel,M,6
Selma,M,8
Harvie,M,47
Wendel,M,21
Crawford,M,64
Merl,M,70
Elbira,F,6
Nolene,F,5
Lavinia,F,89
Polly,F,312
Sotero,M,12
Eusebio,M,32
Herline,F,5
Chase,M,6
Ethlyn,F,18
Jw,M,7
Erbie,M,5
Jeremiah,M,124
Vernamae,F,8
Merlon,M,6
Lala,F,36
Lorenz,M,23
Newman,M,49
Janita,F,6
Herbet,M,6
Ivory,F,55
Orval,M,219
Marcie,F,25
Doloras,F,6
Edo,M,8
Idamae,F,29
Nollie,F,9
Bettey,F,6
Alferd,M,20
Armenta,F,8
Imajean,F,9
Benson,M,36
Izola,F,59
Ledell,M,6
Bonny,M,5
Angella,F,6
Hampton,M,43
Kennon,M,9
Girtie,F,12
Belford,M,13
Eufemia,F,11
Madelyne,F,23
Celia,F,663
Celesta,F,28
Ettie,F,22
Tyree,M,19
Racine,F,5
Belton,M,33
Belmira,F,5
Forbes,M,7
Wayland,M,44
Johanne,F,12
Florent,M,9
Starling,M,17
Harless,M,7
Tishie,F,8
Alka,F,13
Gerhart,M,8
Olivette,F,19
Finley,M,39
Florence,M,34
Corwin,M,23
Jarrell,M,14
Whitfield,M,13
Troyce,M,6
Blondell,M,5
Oletta,F,19
Neomie,F,6
Odes,M,23
Marrian,F,11
Alphons,M,6
Brunetta,F,11
Nathalia,F,9
Fletcher,M,138
Evah,F,7
Berdella,F,12
Aden,M,10
Sarrah,F,10
Augustine,F,75
Fidel,M,78
Thompson,M,18
Abbie,F,129
Americo,M,91
Roxanna,F,20
Charlie,F,183
Hartley,M,30
Elwanda,F,54
Darline,F,69
Sumiko,F,31
Carlin,M,12
Karol,F,6
Jeane,F,143
Donnabelle,F,23
Olaf,M,34
Amparo,F,58
Georges,M,5
Lidia,F,26
Reymundo,M,17
Rudy,F,8
Omelia,F,12
Lorenzo,F,7
Maralee,F,10
Lavon,F,141
Marveline,F,8
Annell,F,7
Tobie,F,5
Jessica,F,53
Duane,M,725
Branson,M,7
Dera,F,9
Elnore,F,19
Constantine,M,95
Wesly,M,5
Arther,F,5
Ovid,M,14
Lorane,F,16
Shizue,F,34
Laurabel,F,5
Winona,F,256
Geoffrey,M,22
Mart,M,8
Muriel,F,2359
Lavona,F,34
Margret,F,177
Caroline,F,1304
Hanako,F,18
Agostino,M,11
Marcelle,M,5
Satoru,M,9
Wilbert,F,8
Doy,M,16
Farrel,M,13
Ramsey,M,16
Jeanie,F,72
Patricia,F,4801
Jhonnie,M,8
Canary,F,9
Berenice,F,72
Cleland,M,13
Mannie,M,10
Lyda,F,83
Elese,F,5
Marino,M,23
Oneil,M,33
Ilean,F,20
Audrea,F,7
Thais,F,25
Dorah,F,6
Nomie,F,5
Cleola,F,29
Rema,M,5
Abram,M,48
Carmon,F,19
Eduarda,F,5
Francesco,M,22
Lanore,F,9
Pecola,F,20
Acie,F,6
Mckinley,M,123
Job,M,6
Dicie,F,22
Verdis,M,5
Clorinda,F,33
Eschol,M,7
Lavena,F,25
Luis,M,321
Leodis,M,5
Nicolo,M,6
Janett,F,12
Genola,F,14
Dolan,M,9
Iona,F,343
Aphrodite,F,17
Leone,F,169
Gerard,M,554
Loveda,F,5
Ave,F,8
Jacquelynn,F,7
Normajean,F,6
Kendrick,M,8
Keiji,M,8
Gilman,M,22
Adra,F,9
Glenna,F,391
Etta,F,743
Melicent,F,5
Argie,F,27
Inez,F,1852
Alfred,F,20
Judy,F,231
Ileen,F,44
Bradley,M,80
Marcell,F,33
Sherrill,M,19
Otie,F,9
Ednamae,F,14
Leara,F,6
Albirta,F,5
Lavonna,F,12
Vincent,F,9
Dexter,F,16
Langdon,M,13
Bethea,F,7
Arzilla,F,5
Dewain,M,13
Birdia,F,8
Lorean,F,44
Salvadore,M,31
Roger,M,1889
Harve,M,8
Carlton,M,451
Zoma,F,6
Nieves,F,11
Ovidio,M,9
Trent,M,8
Reino,M,23
Dorice,F,13
Gunnar,M,6
Ernestyne,F,5
Isabel,M,15
Merlee,F,6
Randel,M,8
Evelio,M,8
Sybal,F,5
Jacque,M,21
Hymen,M,7
Florice,F,20
Wilhelm,M,12
Elda,F,208
Verdon,M,5
Maisie,F,32
Velmer,F,6
Eliger,M,5
Glenmore,M,8
Winefred,F,6
Euretha,F,6
Harald,M,17
Abraham,M,556
Izella,F,6
Ercell,F,12
Clothilda,F,6
Rea,F,19
Manda,F,33
Lue,M,12
Armatha,F,7
Josephine,F,7558
Phebie,F,6
Benno,M,10
Silver,F,6
Rosalie,F,1160
Bama,F,11
Collie,M,16
Teddy,M,278
Kallie,F,5
Waunita,F,32
Eldean,F,10
Yuriko,F,42
Omega,M,7
Yvonne,F,843
Lee,M,2359
Claudean,F,9
Emily,F,2056
Yolonda,F,6
Patsie,F,8
Jules,M,119
Larence,M,34
Wilder,F,6
Elihu,M,7
Antonietta,F,7
Stanislaw,M,7
Halton,M,7
Elba,M,5
Rito,M,5
Kee,M,18
Alanson,M,8
Della,F,1126
Alma,M,23
Euna,F,59
Derrell,M,21
Coramae,F,6
Alec,M,56
Zack,M,40
Eliga,M,10
Hilton,M,113
Leonida,F,5
Genetta,F,7
Ted,F,7
Avis,F,418
Jun,M,8
Earlie,F,31
Marianne,F,250
Herve,M,8
Clarabelle,F,64
Gustavus,M,5
Plumer,M,7
Hunter,M,69
Deva,F,11
Bonner,M,11
Sherley,F,11
Cleatus,M,27
Clorine,F,13
Evone,F,5
Hylan,M,5
Garret,M,15
Clary,M,6
Freddie,M,570
Jonathon,M,6
Melvia,F,19
Michele,F,12
Robina,F,6
Lanelle,F,18
Ova,F,36
Fleda,F,11
Ressie,F,59
Velma,F,2338
Reid,M,79
Brainard,M,6
