name,gender,birth_count
Cassie,F,87
Sarah,F,1799
Clair,M,50
Winslow,M,8
Lu,F,6
Rollin,M,11
Kizzie,F,6
Rhoda,F,138
Ima,F,42
Kelley,M,9
Concha,F,14
Leopoldo,M,7
Allee,F,5
Dale,F,10
Bama,F,6
Rolla,M,11
Obera,F,8
Love,F,9
Floy,F,98
Ferdinand,M,35
Francies,F,10
Turner,M,19
Corean,F,12
Clarance,M,19
Josefa,F,31
Wilburn,M,27
Allena,F,10
Hughie,M,8
Carmen,M,23
Adelaida,F,6
Clifford,F,12
Ever,F,10
Yolanda,F,22
Jake,M,117
Nan,F,42
Minna,F,34
Nada,F,8
Matias,M,5
Rosemary,F,87
Helma,F,11
Freddie,M,74
Benny,M,41
Carlotta,F,11
Cornelius,M,106
Arminda,F,5
Verena,F,10
Mariah,F,17
Mada,F,7
Clemon,M,8
Melville,M,9
Eino,M,16
Alicia,F,21
Veatrice,F,5
Victoria,F,400
Rae,F,73
Flo,F,24
Robina,F,6
Ferman,M,6
Quentin,M,12
Reginald,M,47
Alvera,F,25
Aimee,F,13
Tennessee,F,7
Azalia,F,5
Beth,F,36
Valena,F,7
Virginia,F,1893
Maggie,F,846
Vernell,F,10
Spencer,M,41
Izena,F,5
Jessica,F,17
Lulla,F,7
Clarinda,F,8
Jarvis,M,5
Ercelle,F,5
Jose,M,170
Isabell,F,88
Mignon,F,13
Mervin,M,21
Mannie,F,10
Leigh,M,6
Wilton,M,21
America,F,16
Earnie,F,7
Lloyd,M,386
Wilda,F,58
Sophie,F,451
Richard,M,1236
Colette,F,13
Violette,F,32
Camille,F,67
Joanne,F,19
Elvina,F,15
Dealie,F,5
Alla,F,12
Savannah,F,43
Elmer,F,9
Dorcas,F,31
Lynne,F,8
Anna,F,5575
Edythe,F,153
Dewitt,M,21
Versie,F,31
Gussie,F,194
Bo,M,5
Ella,M,6
Katharine,F,122
Louie,M,72
Tommy,M,44
Marianna,F,20
Noel,M,32
Valley,F,8
Allyne,F,10
Terrence,M,7
Sylvio,M,5
Florian,M,6
Lorna,F,41
Waymon,M,6
Magdalena,F,32
Aretha,F,12
Jessamine,F,6
Anne,F,980
Bettye,F,14
Amma,F,6
Zelda,F,67
Lexie,F,18
Addie,M,10
Inda,F,9
Elida,F,9
Sylvester,F,8
Goldia,F,26
Carroll,M,72
Clifton,M,126
Eleanore,F,71
Lavonne,F,10
Fannye,F,5
Roderick,M,9
Constance,F,194
Liddie,F,23
Rachael,F,21
Svea,F,5
Burgess,M,7
Hester,M,5
Ben,M,314
Winford,M,6
Fritzi,F,7
Arthur,F,13
Ervin,M,116
Gerard,M,32
Thekla,F,6
Colin,M,6
Luna,F,33
Elmo,M,58
Berneice,F,20
Caleb,M,10
Early,M,30
Rosita,F,9
Florice,F,7
Louise,M,9
Dean,M,41
Moses,M,91
Ebba,F,9
Everette,M,14
Lauretta,F,68
Fred,F,9
Josh,M,19
Okla,F,7
Ciro,M,6
Erna,F,94
Maidie,F,5
Allen,M,309
Magaret,F,6
Tiny,F,14
Loma,F,20
Lucretia,F,30
Peter,M,473
