name,gender,birth_count
Addrianna,F,5
Cobi,F,7
Justen,M,132
Jackelin,F,25
Nicholos,M,24
Ikechukwu,M,15
Waymon,M,16
Daryle,M,18
Cruz,M,169
Vikas,M,12
Angelic,F,165
Vinh,M,44
Jarina,F,5
Nya,F,36
Ostin,M,5
Breonne,F,5
Cameron,F,309
Arlene,F,369
Alaric,M,22
Zenaida,F,33
Thadeus,M,19
Elisa,F,541
Daijon,M,6
Ahmed,M,203
Arella,F,6
Jaclyne,F,8
Cutter,M,16
Alexandria,M,18
Buford,M,6
Jhoana,F,8
Shanquilla,F,6
Kshawn,M,7
Ibeth,F,10
Meeka,F,5
Jostin,M,5
Louise,F,145
Siena,F,28
Marlene,M,6
Dutchess,F,6
Clancy,M,20
Mathew,M,1832
Denim,M,6
Dalten,M,5
Chelsea,F,16174
Trace,M,127
Courteney,F,19
Marylee,F,16
Chasidi,F,5
Shamonique,F,9
Lilianna,F,22
Loribeth,F,6
Preeti,F,7
Sumayya,F,8
Betsey,F,7
Laurita,F,8
Quentez,M,5
Timberly,F,17
Doria,F,6
Samyra,F,11
Liana,F,283
Raichel,F,7
Norton,M,8
Jahnee,F,6
Caylah,F,15
Lizabeth,F,51
Talon,M,157
Rabecka,F,5
Vinit,M,5
Kadeem,M,309
Kervin,M,29
Jovanna,F,80
Corliss,F,7
Lashana,F,20
Kortny,F,8
Alvi,M,5
Jenner,M,8
Orey,M,5
Yancey,M,15
Daneshia,F,17
Garren,M,39
Talal,M,14
Vivianna,F,34
Quantisha,F,11
Calob,M,18
Michaelanthony,M,21
Tanicia,F,9
Anneli,F,8
Sherice,F,43
Deven,M,291
Anisha,F,124
Dora,F,197
Kristofor,M,10
Cassiopeia,F,5
Bresha,F,12
Emmalouise,F,6
Khristopher,M,66
Cristal,F,571
Dorine,F,5
Elijahjuan,M,5
Mace,M,5
Tysheem,M,9
Lew,M,5
Kathren,F,16
Mandie,F,41
Catria,F,5
Leighanna,F,27
Lavette,F,14
Janais,F,6
Tahirah,F,21
Kayvon,M,27
Kiron,M,7
