name,gender,birth_count
Jaquavian,M,6
Laycee,F,13
Dymond,F,127
Herson,M,20
Trinitey,F,7
Keyondra,F,13
Joshua,M,27251
Kylar,F,21
Sailor,M,9
Jessilynn,F,6
Sophy,F,9
Weslee,F,7
Contessa,F,25
Anahita,F,9
Manases,M,7
Celestina,F,39
Antwine,M,9
Glenys,F,5
Siboney,F,5
Meganne,F,10
Noura,F,20
Jaysa,F,14
Soumya,F,12
Cleve,M,7
Kalif,M,9
Joselito,M,13
Claudia,F,1656
Rifky,F,15
Brinton,M,8
Mairead,F,43
Keyonna,F,120
Shealeigh,F,5
Cala,F,18
Saragrace,F,10
Kelsy,F,124
Talena,F,7
Saima,F,17
Issaiah,M,16
Raiven,F,21
Shalissa,F,6
Rickey,M,188
Syrus,M,27
Dajana,F,19
Kelle,F,5
Mikie,M,9
Adaira,F,12
Khayla,F,57
Normand,M,5
Tahlik,M,7
Ashaunte,F,10
Nyjah,F,27
Alexsa,F,22
Jameel,M,56
Rylynn,F,6
Ivania,F,9
Irelynd,F,5
Sahra,F,28
Denika,F,8
Rigby,M,6
Jayln,F,9
Makara,F,15
Sevastian,M,10
Adreonna,F,5
Reeves,M,8
Chiana,F,5
Rickel,F,6
Enos,M,24
Ladaria,F,6
Bryttney,F,8
Dennys,M,13
Katrianna,F,9
Luqman,M,14
Masaki,M,10
Keeon,M,6
Thaniel,M,9
Siona,F,6
Dilan,M,80
Jimmia,F,6
Javin,M,58
Clint,M,174
Catina,F,6
Nahome,M,5
Joseph,M,23203
Meyana,F,6
Tavis,M,79
Charlize,F,37
Quaid,M,25
Anneliese,F,86
Shilo,F,29
Deva,F,9
Rishabh,M,19
Arie,M,24
Alecxander,M,10
Demone,M,8
Anna,F,9088
Amie,F,105
Skilar,F,10
Arizbeth,F,12
Taz,M,8
Shenia,F,11
Bartlomiej,M,8
Quintavis,M,5
Bradan,M,13
Rayonna,F,36
Emelia,F,88
Martinique,F,6
Nataysia,F,5
Arantxa,F,10
Syed,M,157
Sharai,F,18
Yehya,M,7
Kalynn,F,104
Quierra,F,8
Rosenda,F,11
Kalena,F,59
Sumiya,F,5
Tawna,F,5
Cate,F,38
Gennie,F,6
Jazz,F,19
Fredis,M,7
Elyse,F,270
Temera,F,7
Roth,M,8
Arlando,M,8
Davyon,M,12
Xitlally,F,13
Hasten,M,7
Taneshia,F,11
Raechelle,F,14
Blase,M,9
Jewel,F,453
Ixchel,F,12
Jamauri,M,9
Ernestine,F,11
Melynda,F,19
Clancy,M,12
Carlis,M,9
Zayne,M,114
Daneil,M,9
Keaisha,F,5
Kitty,F,26
Ranier,M,6
Kailea,F,18
Jacqueline,M,10
Penelope,F,102
Jaya,F,73
Deandra,F,155
Jonina,F,8
Tiffanee,F,8
Keira,F,196
Ivin,M,12
Maximiliano,M,131
Alazar,M,5
Catelin,F,18
Tameron,M,9
Yanelis,F,11
Robyne,F,8
Lucile,F,11
Allyiah,F,7
Damesha,F,6
Kyaire,M,6
Treyon,M,18
Jaland,M,6
Zackarie,M,9
Sharnell,F,7
Cayce,M,16
Lee,F,81
Tyara,F,23
Kassity,F,8
Najwa,F,10
Allen,M,1311
Fransheska,F,14
Nohelia,F,17
Layna,F,33
Matthias,M,97
Sheilla,F,5
Kiajah,F,6
Codey,M,102
Jacie,F,133
Azaiah,M,7
Tabbatha,F,6
Jonee,F,6
Danyella,F,13
Stormy,F,180
Dynisha,F,6
Callyn,F,11
Taheim,M,6
Moishe,M,13
Meyer,M,22
Trapper,M,8
Zekiah,M,9
Vinod,M,5
Jadah,F,89
Tegan,F,79
Dionte,M,102
Iban,M,20
Aubrey,M,183
Jean,M,246
Kaylon,F,26
Gabreal,M,9
Trevontae,M,8
Bianca,F,1946
Harneet,F,11
Reanna,F,255
Briceson,M,5
Desyrae,F,5
Asheton,M,11
Pheonix,F,11
Anselma,F,5
Jazmine,F,1378
Graziella,F,6
Jamilia,F,12
Joram,M,7
Sophonie,F,11
Wiley,M,48
Roselani,F,5
Adian,M,10
Aiman,M,7
Mikhala,F,10
Addilyn,F,5
Daviante,M,5
Enid,F,14
Kristan,M,7
Taite,M,7
Jaylen,M,979
Jahon,M,5
Jazzmyn,F,51
Stephanye,F,5
Yuritzi,F,13
Rick,M,165
Maija,F,59
Kaiden,F,11
Giovonni,M,18
Dishawn,M,5
Kayshaun,M,5
Chamya,F,5
Ama,F,16
Fabrizio,M,23
Asfia,F,5
Dvonte,M,18
Tremia,F,5
Mandie,F,18
Alycia,F,255
Xochitl,F,139
Konstantinos,M,38
Queenie,F,7
Deondrea,F,6
Lacoria,F,5
Demetrious,M,39
Kiri,F,17
Saddiq,M,6
Jersey,M,5
Kamari,F,45
Kami,F,124
Eliyah,M,14
Abrahem,M,5
Lynze,F,5
Kelden,M,6
Cleo,F,50
Tavar,M,5
Mahmood,M,10
Joceyln,F,6
Adyn,M,6
Brecken,M,16
Lilyanne,F,25
Jatarius,M,5
Richer,M,6
Askari,M,9
Jamesha,F,114
Anmol,F,16
Vivek,M,57
Marshaun,M,20
Ehtan,M,5
Rees,F,7
Blaire,M,5
Imanie,F,10
Diamante,F,14
Shjon,M,7
Ambrielle,F,6
Dekayla,F,18
Ysela,F,7
Hazel,F,231
Malcolm,M,712
Shalma,F,6
Jamerica,F,6
Makayla,F,4789
Alexas,F,43
Marlow,M,8
Andreu,M,6
Asahel,M,7
Demere,M,6
Brady,M,1887
Adaeze,F,12
Juliet,F,396
Ludivina,F,5
Marcellous,M,22
Havana,F,12
Ming,M,10
Jalaya,F,19
Zaron,M,6
Viet,M,12
Jaimes,M,6
Gavriel,M,25
Allysia,F,32
Kaelon,M,17
Ashten,F,49
Tarek,M,50
Dequawn,M,5
Samael,M,6
Cher,F,12
Kramer,M,6
Hydiah,F,9
Angelito,M,11
Tyquon,M,13
Mariama,F,51
Shandon,F,7
Dymond,M,9
Karlin,F,13
Tatiana,F,1465
Jazzlyn,F,66
Myya,F,5
Marshayla,F,13
Rachel,M,17
Tameer,M,5
Kalea,F,78
Shaka,M,18
Janequa,F,7
Esha,F,25
Keaten,M,13
Korra,F,5
Emerald,F,233
Haik,M,7
Vinny,M,17
Solange,F,13
Meilin,F,7
Leonta,M,6
Juma,M,5
Fransisca,F,7
Maryclaire,F,16
Luanna,F,12
Ladarius,M,172
Rodric,M,6
Javarious,M,21
Gayatri,F,8
Madlin,F,6
Jeramiah,M,98
Jaymond,M,11
Kaleia,F,6
Tashi,F,5
Desjuan,M,7
Aleyda,F,17
Jasjeet,M,6
Ryker,M,95
Mystique,F,20
Deandra,M,19
Tylin,F,12
Koraima,F,11
Cortland,M,54
Brissa,F,30
Neil,M,488
Shereen,F,23
Nyra,F,22
Braedon,M,167
Shawntay,F,15
Porsha,F,52
Krystan,F,11
Kalimah,F,8
Nygeria,F,13
Krishna,F,55
Mersades,F,13
Trevyon,M,9
Hilal,F,5
Javaun,M,13
Brecklyn,F,9
Heinrich,M,5
Pacen,M,10
Adonica,F,5
Salena,F,129
Ajanee,F,7
Clarke,F,11
Nethaniel,M,12
Herlinda,F,14
Elizandro,M,5
Keniya,F,19
Aunna,F,7
Taia,F,50
Naron,M,8
Bathsheba,F,5
Samiyah,F,47
Areil,F,11
Attilio,M,5
Deavionne,F,13
Nakia,M,34
Joann,F,132
Joselynn,F,21
Jocelyne,F,240
Dejontae,M,5
Preslee,F,17
Khareem,M,5
Hutton,M,10
Daylin,F,22
Treshawn,M,65
Toriana,F,37
Jerick,M,16
Sianne,F,10
Edwar,M,8
Dorian,F,97
Deidre,F,70
Tonasia,F,5
Beautiful,F,7
Kayanna,F,37
Takeru,M,7
Romona,F,5
Carman,F,23
Bhargav,M,6
Darnell,M,313
Adriene,M,6
Jarah,F,10
Oceana,F,18
Clement,M,36
Kiersten,F,532
Aysia,F,102
Hobert,M,5
Rome,M,22
Augustine,F,8
Tashiana,F,26
Huston,M,20
Analysia,F,8
Walt,M,10
Alysea,F,7
Trysten,F,10
Edwards,M,5
Xitlali,F,40
Jeniyah,F,7
Anngelica,F,6
Lashaye,F,6
Conlin,M,13
Abbie,F,430
Shaquille,M,39
Cheyene,F,42
Icesis,F,7
Jerrika,F,22
Aqil,M,8
Enjoli,F,11
Kemani,M,9
Tori,F,1319
Gelsey,F,12
Rahel,F,10
Bradee,F,9
Sienna,F,415
Janey,F,40
Breana,F,556
Isadore,M,11
Laurell,F,6
Katherinne,F,7
Lila,F,312
Aneesa,F,26
Ibeth,F,13
Tristin,F,110
Blayre,F,5
Lanna,F,19
Sherlyn,F,8
Vibha,F,7
Janelli,F,9
Tynasia,F,17
Kaydi,F,10
Cree,F,23
Dashauna,F,12
Juston,M,44
Kaedyn,M,8
Corayma,F,6
Nicklas,M,101
Joel,F,17
Domenico,M,57
Kess,F,7
Mirakle,F,8
Brilyn,F,6
Taeylor,F,6
Arius,M,13
Sasha,F,566
Cardarius,M,11
Kemyah,F,5
Iverson,M,22
Brinda,F,9
Derrisha,F,5
Gaven,M,152
Ismerai,F,6
Roquan,M,6
Demaria,M,7
Avon,M,5
Kalib,M,59
Chemar,M,7
Christel,F,21
Addis,M,7
