name,gender,birth_count
Gorman,M,12
Magdaline,F,13
Janice,F,7766
Nova,M,7
Cecile,F,358
Daryll,M,7
Judith,F,6146
Jerolene,F,7
Leman,M,23
Denis,M,198
Catha,F,6
Mathilde,F,5
Winfield,M,62
Geneva,F,1329
Ralph,M,5916
Coleman,F,5
Naola,F,5
Edson,M,25
Ples,M,6
Princess,F,21
Floris,F,8
Raquel,F,66
Jesusita,F,20
Leda,F,42
Kyle,F,5
Liddie,F,11
Edena,F,8
Vinell,F,5
Emil,M,275
Joenathan,M,5
Wendall,M,20
Levi,M,168
Ottilie,F,5
Patsie,F,19
Jeannie,F,142
Sheldon,M,436
Woodward,M,5
Louine,F,5
Timmie,F,5
Kenton,M,45
Theresa,M,10
Sidney,M,902
Sandra,M,34
Gwendolin,F,5
Auther,M,52
Ramon,F,9
Sherrill,F,107
Maryland,F,16
Elder,M,11
Ambrocio,M,5
Eldredge,M,5
Jeryl,F,7
Barrie,F,14
Fonda,F,23
Thad,M,56
Loras,M,10
Mance,M,5
Jaclyn,F,21
Odell,M,212
Donnabelle,F,7
Trenna,F,6
Lauro,M,15
Zeno,M,10
Elean,F,5
Vonnie,M,9
Sears,M,7
Dalton,M,140
Joanann,F,8
Maury,M,18
Sanjuana,F,12
Kathie,F,14
Reeda,F,8
Pearleen,F,5
Ethel,M,23
Gaspare,M,8
Azalea,F,5
Gerldine,F,17
Carmel,M,22
Jerene,F,15
Natalio,M,5
Sampson,M,18
Darrell,F,17
Teola,F,5
Vallie,F,25
Ola,F,364
Ryan,M,14
Glenna,F,499
Verdie,M,5
Argie,F,27
Hassell,M,6
Fulton,M,27
Hayward,M,82
Lum,M,9
Brandon,M,7
Santo,M,43
Jerl,M,6
Emanuele,M,6
Brown,M,24
Elenore,F,27
Mel,M,43
Verona,F,48
Giovanna,F,13
Leroy,F,12
Elease,F,55
Winnifred,F,51
Danice,F,7
Rachell,F,7
Gracia,F,15
Clide,M,12
Paulita,F,11
Scottie,M,30
Charlcie,F,7
Sharion,F,6
Lenzy,M,9
Murry,M,35
Redell,M,6
Twylah,F,6
Arther,M,85
Pasco,M,7
Florence,M,23
Cloyd,M,40
Gill,M,5
Phyllis,M,27
Ethel,F,2764
Cecila,F,8
Glorine,F,5
Merlyn,M,103
Basil,M,145
Brady,M,50
Velna,F,10
Verlan,M,13
Manly,M,12
Goldie,F,262
Erik,M,24
Hughie,M,36
Delories,F,29
Julio,M,118
Levada,F,11
Wilberta,F,11
Robert,F,223
Boyce,M,101
Eleanor,F,4274
Arlena,F,26
Audrienne,F,5
Amber,F,12
Ingeborg,F,8
Rema,F,12
Cecil,F,91
Zenobia,F,33
Raymond,M,9575
Jossie,F,19
Beatrice,F,1986
Harlen,M,35
Iantha,F,7
Maybelle,F,36
Milan,M,63
Eugen,M,6
Kiyoshi,M,7
Jinnie,F,7
Carmelia,F,8
Posey,M,9
Vearl,M,10
Aneita,F,7
Devona,F,15
Teodora,F,14
Margurite,F,21
Lelon,M,8
Thora,F,15
Camille,M,19
Hillary,M,15
Sheryl,M,5
Shirleyann,F,20
Bobby,M,7744
Lucetta,F,9
Belva,F,162
Neva,F,281
Griffin,M,17
Luther,M,863
Garrison,M,9
Magdeline,F,5
Nevia,F,5
Luana,F,30
Agripina,F,6
Flonnie,F,21
Madeliene,F,11
Elinore,F,28
Teddie,M,21
Estell,M,9
Charlane,F,5
Eldine,F,8
Maywood,M,5
Astrid,F,25
Inda,F,7
Onedia,F,6
Phillips,M,20
Isac,M,7
Edris,F,10
Humbert,M,9
Esperanza,F,111
Hoover,M,8
Newland,M,6
Grayson,M,22
Theresea,F,5
Dannie,F,24
