name,gender,birth_count
Gentry,M,16
Blanche,F,2668
Clifton,F,9
Efren,M,7
Vastie,F,10
Luvern,F,5
Allen,F,19
Irene,M,33
Burnette,F,20
Teddy,M,239
Douglas,F,25
Osmond,M,12
Thalia,F,27
Verbal,F,5
Nyal,M,5
Maryann,F,172
Magaline,F,8
Justo,M,11
Valentino,M,10
Elray,M,5
Bertel,M,7
Abbott,M,8
Wilder,M,5
Leander,F,5
Rethel,F,6
Marston,M,11
Berdie,F,29
Winnie,F,541
Rembert,M,9
Vito,M,211
Inda,F,8
Donovan,M,54
Otta,F,5
Laurette,F,51
Alejo,M,9
Mackey,M,10
Gwen,M,5
Myer,M,29
Myron,M,546
Elmar,F,5
Magda,F,6
Cary,F,21
Gennieve,F,5
Maris,F,8
Harace,M,5
Delmas,M,17
Malvina,F,33
Echo,F,20
Ellanora,F,15
Esther,F,6249
Claud,F,6
Lilla,F,66
Glover,M,28
Ervin,M,803
Neel,M,5
Elenore,F,48
Laurel,F,53
Arine,F,5
Klara,F,10
Mobley,M,6
Lucilla,F,11
Althia,F,5
Angelo,M,844
Ardyce,F,28
Azalea,F,14
Clorinda,F,25
Gearldean,F,8
Jb,M,9
Noal,M,10
Virginialee,F,5
Teola,F,12
Rebekah,F,25
Folia,F,5
Aletha,F,130
Cleophas,M,18
Orla,F,13
Emilia,F,112
Patsie,F,9
Meri,F,6
Prentiss,M,25
Cordell,M,36
Austin,F,6
Vila,F,16
Custer,M,5
Gurnie,M,8
Sigfrid,M,5
Bettina,F,22
Evelynn,F,11
Melbourne,M,29
Thersa,F,6
Alzena,F,6
Vern,F,8
Seichi,M,14
Dillard,M,76
Waneda,F,13
Eldine,F,7
Isidor,M,10
Danie,M,5
Florene,F,176
Cossie,M,6
Leather,F,9
Collier,M,14
Wilhemina,F,14
Deloss,M,11
Waren,M,5
Lonzie,M,19
Genevra,F,8
Mervin,M,210
Makoto,M,6
Ethelyne,F,14
Darrel,M,108
Missouri,F,37
Jennie,F,2928
Murray,M,464
Velmer,F,12
Townsend,M,7
Rayburn,M,41
Burnace,M,6
Azilee,F,17
Fredie,M,26
Kimball,M,8
Milfred,M,18
Foch,M,9
Carel,M,6
Utah,M,12
Berneda,F,23
Lennon,M,8
Macario,M,12
Elwood,M,588
Mervin,F,8
Marcille,F,19
Offie,F,7
Twilah,F,5
Norva,F,9
Boyd,F,11
Josiephine,F,28
Fidencio,M,6
Gay,M,17
Elvert,M,5
Tilmon,M,8
Onita,F,25
Rocco,M,332
Winston,M,208
Annette,F,800
Kurt,M,28
Carnell,M,30
Johnnie,M,1715
Ida,F,4162
Avelino,M,10
Kazuo,M,48
Emeline,F,46
Orrie,F,5
Liborio,M,10
Bertrum,M,12
Adelma,F,7
Ethelbert,M,10
Lyndon,M,38
Ovie,M,12
Robbye,F,5
Annetta,F,118
Antony,M,19
Villa,M,6
Montague,M,7
James,M,42390
Merel,M,7
Coralie,F,19
Avonel,F,5
Leonora,F,113
Garnie,M,7
Volney,M,18
Gasper,M,37
Burleigh,M,14
Arline,F,513
Seabron,M,7
Mitzie,F,5
Vahan,M,6
Earnie,F,5
Aquilla,F,19
Donal,M,34
Blake,M,45
Chessie,F,10
Twyla,F,39
Sidonia,F,8
Simon,M,363
Arden,F,5
Julia,F,4949
Hattie,F,1896
Azella,F,5
Charlton,M,22
Clearance,M,8
Laddie,M,47
Florance,F,44
Coila,F,6
Sadao,M,15
Christabel,F,5
Nezzie,F,12
Jean,F,6799
Macie,F,74
Kirby,M,54
Willus,M,5
Gerhard,M,42
Eutha,F,13
Flonnie,F,25
Loras,M,5
Virgil,M,1571
Jiro,M,12
Lucill,F,9
Arizona,F,38
Mayo,F,14
Berneta,F,12
Stasia,F,63
Tura,F,6
Emery,M,304
Athanasia,F,5
Cleve,M,57
Lorice,F,6
Susia,F,5
Adelbert,M,53
Reina,F,8
Lorene,F,1300
Arna,F,9
Teddy,F,18
Voneta,F,5
Mittie,F,144
Antha,F,5
Marge,F,63
Rhodie,F,5
Boniface,M,7
Susannah,F,9
Mieko,F,8
Gustavo,M,25
Salmon,M,5
Lorayne,F,38
Angela,F,654
Ivor,M,21
Aune,F,29
Jed,M,11
Spurgeon,M,45
Marion,M,1487
Ariel,F,11
Delima,F,5
Reva,F,291
Hurtha,F,6
Charlean,F,11
Amilee,F,6
Alline,F,70
Rochell,F,9
Tunis,M,6
Amiel,M,10
Barnett,M,18
Charlies,M,7
Estee,F,5
Sallie,F,897
Marrian,F,7
Havis,M,6
Nellis,M,8
Madalyne,F,7
Adine,F,8
Doreatha,F,16
Izola,F,36
Vernis,F,8
Leone,F,204
Jay,F,11
Bufford,M,8
Wendell,M,473
Dagney,F,5
