name,gender,birth_count
Hester,F,158
Ashley,M,5
Jinnie,F,10
David,F,5
Linda,F,102
Mervin,M,13
Almyra,F,5
Lambert,M,7
Teresa,F,217
Freeda,F,8
Laurine,F,11
Horace,M,189
Alverta,F,13
Sidney,F,18
Flo,F,20
Josephus,M,5
Anastacia,F,7
Ernest,M,839
Lonie,M,11
Emerson,M,25
Macon,M,5
Thilda,F,5
Francies,F,5
Ethleen,F,5
Zora,F,65
Hayden,M,11
Pearline,F,8
Oley,M,5
Rollie,M,25
Vinnie,F,42
Katharine,F,125
Evans,M,18
Emmer,F,18
Emaline,F,6
Waldo,M,21
Otis,M,179
Elizabeth,F,3659
Napoleon,M,19
Leland,M,50
Lubertha,F,8
Hardin,M,5
Walker,M,28
Simpson,M,6
Leonora,F,45
Clarence,F,6
Vestie,F,5
Veda,F,46
Burton,M,38
Susana,F,9
Delila,F,7
Selina,F,22
Martina,F,18
Drusilla,F,13
Rosia,F,25
Mila,F,5
Irby,F,5
Eleanore,F,46
Mac,M,6
Serena,F,23
Katie,F,580
Marguerita,F,5
Margarete,F,5
Fleta,F,20
Hildegard,F,16
Rosie,F,330
Lilyan,F,10
Price,M,6
Johnnie,F,86
Rosena,F,12
Ines,F,14
Phoebe,F,79
Hamp,M,8
Avis,F,40
Art,M,20
Dock,M,53
Channie,F,8
Ludie,F,37
Miles,M,59
Garry,M,5
Salvador,M,6
Roby,M,8
Vira,F,10
Raye,F,5
Tekla,F,9
Roman,M,22
Ellar,F,8
Lucien,M,9
Gracie,F,96
Teddy,M,5
Evia,F,8
Hazen,M,8
Oliver,M,186
Jessie,M,267
Alice,F,2846
Ethyle,F,9
Eunice,M,6
Missouri,F,23
Stasia,F,9
Cleva,F,6
Isiah,M,29
Alphonso,M,11
Melvin,M,159
Beth,F,22
Gusta,F,16
Gay,F,15
Kattie,F,26
Loula,F,7
Blanch,F,73
Rufus,M,141
Plummer,M,10
Agda,F,6
Hillery,M,5
Benny,M,18
Esma,F,8
Major,M,42
Daphne,F,14
Rita,F,146
Hettie,F,130
Verona,F,18
Preston,M,53
Nonnie,F,8
Elie,M,5
Berry,M,22
Tiny,F,15
Dewey,F,104
Amma,F,6
Ressie,F,21
Doctor,M,6
Ottis,M,8
Love,M,6
Ysabel,F,6
Christena,F,22
Malcom,M,7
Tora,F,6
Nora,F,868
Orval,M,20
Irvine,M,5
Floria,F,9
Emmet,M,13
Archibald,M,21
Arletta,F,8
Penny,F,7
Precious,F,5
Carol,M,5
Myrtle,F,2090
Thecla,F,6
Von,M,7
Wallace,M,138
Lonnie,M,129
Odell,M,10
Zana,F,6
Crescentia,F,5
Gustav,M,23
Byrd,F,8
Fred,F,12
Adele,F,165
Elzie,F,7
Eathel,F,12
Maybel,F,7
Lacy,M,8
Francis,F,124
Lila,F,208
Evalena,F,14
Sister,F,9
Debbie,F,6
Etta,F,479
Yvonne,F,55
Dorris,F,16
Manuela,F,21
Muriel,F,129
Savilla,F,7
Nealy,F,6
Sweetie,F,5
Helen,M,17
Pearly,F,6
Loda,F,5
Gabriel,M,17
Isola,F,6
Annie,F,2470
Arizona,F,20
Doshia,F,12
Vergia,F,5
Victoria,F,276
Virgie,F,204
Collins,M,5
Connie,F,51
Phyllis,F,108
Enola,F,16
Andre,M,6
Osie,F,17
Nan,F,37
Ezzie,F,7
Antonetta,F,6
Lucetta,F,9
Trinidad,F,5
Frances,M,21
Angus,M,13
Elizabeth,M,15
Alba,F,6
Lacie,F,5
Dewy,M,6
Carie,F,6
Clair,M,37
Amelia,F,360
Idah,F,5
Eusebio,M,5
Rutha,F,6
Stanley,M,295
Nezzie,F,6
Buster,M,11
Iris,F,52
Ceasar,M,5
Wing,M,5
Gregorio,M,5
Willie,M,1134
Lowell,M,28
Curtis,F,6
Elsa,F,111
Eldridge,M,9
Hila,F,6
Jordan,M,7
Blodwen,F,5
Glen,M,111
Loma,F,18
Merna,F,9
Patricia,F,47
Katy,F,7
Roselle,F,5
Lurline,F,15
Reina,F,5
Attie,F,8
Augusta,M,6
Bruno,M,17
Savanah,F,7
Laurina,F,5
Lilie,F,8
Herman,M,467
Wilber,M,21
Abraham,M,92
Phillip,M,86
