name,gender,birth_count
Devontre,M,8
Kemariya,F,5
Taeler,F,6
Hylie,F,5
Kaushik,M,14
Madeliene,F,6
Zahi,M,9
Brayden,F,61
Betzayda,F,18
Elyijah,M,5
Heydi,F,40
Jomara,F,5
Yousaf,M,6
Jourdan,F,29
Ariam,F,10
Tyrianna,F,19
Odaliz,F,17
Augusten,M,5
Laiden,M,7
Mustaf,M,9
Laurali,F,7
Fidel,M,155
Nycholas,M,9
Joanie,F,23
Nakyiah,F,6
Abbigail,F,630
Rook,M,8
Layal,F,24
Makhyla,F,7
Deidre,F,28
Gail,F,21
Kail,F,6
Jaydalee,F,5
Maximilian,M,497
Evalise,F,6
Verena,F,21
Phyllis,F,25
Zeena,F,11
Corley,F,9
Delina,F,18
Jeancarlo,M,21
Page,F,43
Kylen,M,110
Zephyr,M,43
Maize,F,6
Nadeen,F,23
Ingri,F,9
Jamela,F,18
Taylie,F,14
Jaydan,F,50
Ibraham,M,7
Braelyn,F,311
Greg,M,71
Karinne,F,10
Makalya,F,17
Sebasthian,M,7
Azaleah,F,13
Len,M,12
Ryanna,F,79
Kairo,M,31
Tiaja,F,6
Hania,F,27
Kassidy,M,13
Merlin,F,22
Barnabas,M,9
Kinsey,F,294
Jayde,F,198
Breauna,F,48
Doralee,F,6
Rosana,F,14
Prentiss,M,10
Catheryn,F,11
Gianne,F,8
Kruthi,F,6
Scotland,F,9
Ezequias,M,6
Ollin,M,5
Jhoniel,M,5
Sebastiana,F,5
Mace,M,33
Dagmawi,M,9
Timaya,F,17
Marili,F,14
Nathanel,M,25
Krishna,M,70
Kino,M,6
Jocee,F,12
Tiauna,F,13
Maniah,F,11
Rebel,F,6
Crissa,F,5
Jameera,F,6
Ariday,F,10
Jessee,F,8
Lawerence,M,6
Lanadia,F,9
Amirrah,F,28
Bridgett,F,78
Jill,F,142
Keyshaun,M,39
Mekaila,F,5
Ninoshka,F,6
Brooks,F,10
Raffaella,F,6
Ashayla,F,23
Sarayu,F,25
Izayha,M,7
Kahner,M,14
Mersadies,F,13
Emeli,F,74
Siannah,F,7
Aadya,F,21
Jakell,F,6
Arielis,F,14
Maurilio,M,14
Angelrose,F,6
Jasenia,F,12
Daija,F,80
Nataliya,F,28
Davaughn,M,28
Maico,M,5
