name,gender,birth_count
Manfred,M,20
Sharol,F,5
Pennie,F,14
Manuelita,F,16
Alice,F,7781
Sostenes,M,6
Lawyer,M,15
Lear,F,6
Deronda,F,7
Adalbert,M,6
Nellie,F,1836
Sarita,F,16
Comer,M,20
Dorthea,F,28
Georgiann,F,29
Gloria,F,6811
Patton,M,6
Hawley,M,6
Hunter,M,45
Remigio,M,5
Maxene,F,10
Idona,F,5
Leon,M,2303
Carmelita,F,82
Ned,M,266
Floye,F,10
Meredyth,F,6
Courtney,F,13
Orange,M,6
Carleta,F,5
Winnie,F,306
Marian,F,2426
Librada,F,21
Rulon,M,15
Dickey,M,12
Cheryl,F,76
Opel,F,6
Karma,F,18
Lily,M,5
Sharilyn,F,8
Doral,M,9
Maximo,M,11
Neil,M,953
Mickie,F,20
Mazella,F,8
Joette,F,6
Reaford,M,8
Lorne,M,27
Felicitas,F,32
Cleatus,M,13
Cindy,F,20
Marcos,M,38
Isamu,M,12
Herve,M,7
Nathen,M,12
Angelita,M,7
Mellie,F,26
Arleta,F,29
Andrea,F,131
Reggie,F,5
Elzada,F,14
Orbin,M,12
Jennifer,F,41
Adelbert,M,31
Gayle,F,476
Ellar,F,13
Spiros,M,6
Eliseo,M,47
Starling,M,16
Elisa,M,5
Holley,M,6
Henritta,F,8
Jc,M,7
Spence,M,5
Theta,F,9
Mozella,F,36
Marsden,M,7
Rayvon,M,6
Luella,F,388
Lucky,M,11
Ronney,M,6
Mayford,M,7
Rita,M,15
Vera,M,8
Onell,F,9
Keneth,M,6
Elissa,F,50
Eldena,F,7
Marlyn,F,146
Sheilah,F,11
Council,M,6
Eloise,M,9
Laqueta,F,8
Hulon,M,17
Parnell,F,5
Rayann,F,5
Winfred,F,9
Merced,M,12
Wilhelmina,F,135
Clarabelle,F,26
Bradie,M,6
Alger,M,10
Shirleen,F,18
Lamoine,M,10
Vince,M,18
Selda,F,7
Oneil,M,15
Atwood,M,8
Orris,M,18
Larry,F,20
Teretha,F,6
Vila,F,15
Saddie,F,15
Coralyn,F,9
Avis,F,262
Yancey,M,6
Rodert,M,7
Yale,M,10
Isabella,F,90
Matthews,M,9
Suzy,F,6
Buddy,M,516
Welby,M,5
Ruffus,M,14
Javier,M,31
Isidore,M,16
Tomasita,F,17
Reina,F,7
Roselie,F,12
