name,gender,birth_count
Estus,M,7
Maurice,F,48
Kenton,M,24
Eugenio,M,29
Doloras,F,11
Emaline,F,25
Eulalio,M,36
Debra,F,17
Ledora,F,7
Ruthell,F,11
Georg,M,8
Earnest,M,997
Laveda,F,16
Ricky,M,8
Kinneth,M,7
Ula,F,33
Vernal,M,47
Sabina,F,44
Fontaine,M,5
Dixon,M,18
Glenwood,M,37
Luster,M,19
Julious,M,24
Osbon,M,5
Jacquilyn,F,5
Parks,M,14
Merrill,F,16
Bera,F,5
Mabry,M,11
Dulcie,F,21
Addie,F,583
Maruin,M,9
Toy,M,19
Lovie,M,11
Lazaro,M,26
Tam,M,5
Glena,F,12
Fumiko,F,19
Corky,M,8
Minnie,F,1994
Onda,F,5
Forest,F,6
Ferdie,M,10
Nesby,M,6
Leandra,F,6
Leontine,F,14
Shirley,F,14583
Jacob,M,647
Coy,F,13
Josina,F,5
Allice,F,6
Sam,F,30
Junell,F,5
Celestine,F,132
Doreather,F,5
Erven,M,21
Boise,M,5
Virgil,M,1338
Ilona,F,10
Laurie,M,28
Dorothie,F,12
Mack,M,508
Lalla,F,5
Marley,M,8
Branson,M,6
Murel,M,14
Wilborn,M,10
Burman,M,6
Athol,M,6
Merlie,F,5
Trula,F,47
Amadeo,M,10
Carnell,M,19
Essie,M,26
Cresencio,M,20
Fredda,F,15
Relda,F,11
Colene,F,37
Zeta,F,17
Azalea,F,13
Ellis,M,546
Edison,M,66
Bethel,M,21
Clairmont,M,6
Mathews,M,11
Auther,M,59
Refujio,M,9
Tranquilino,M,6
Codie,M,6
Ellenor,F,8
Hortensia,F,48
Alver,M,6
Chan,M,5
Antony,M,12
Vertie,F,25
Ruthanne,F,14
Buckley,M,12
Burnis,F,9
Natalie,F,634
Selene,F,7
Ritta,F,8
Carmilla,F,5
Reagan,M,5
Edla,F,5
Audria,F,15
Dewaine,M,14
Delores,F,3520
Rada,F,8
Gwenith,F,6
Marillyn,F,33
Joycie,F,15
Toyoko,F,10
Bona,F,11
Nelson,M,590
Rolin,M,6
Samson,M,11
Bettyjo,F,14
Keith,M,1244
Zeffie,F,8
Clarence,F,43
Carleen,F,50
Marvene,F,7
Nolia,F,9
Arlis,F,22
Darla,F,19
Bowman,M,7
Italo,M,10
Euclid,M,13
Evald,M,5
Bobette,F,15
Timoteo,M,14
Baudelio,M,12
Savannah,F,51
Yasuko,F,15
Florian,M,67
Eino,M,10
Reginal,M,7
Clyde,M,2632
Olin,M,134
Sydney,M,90
Selmer,M,14
Caretha,F,10
Vivien,F,58
Lucette,F,6
Herlinda,F,51
Buryl,M,7
Victoriano,M,32
Deon,F,6
Geralyn,F,5
Hillman,M,11
Ader,F,6
Francena,F,9
Caroline,F,1192
Veldon,M,6
Galen,M,123
Bernell,F,17
Almyra,F,5
Veora,F,5
Alden,M,164
Catharine,F,110
Arlee,M,9
Santino,M,5
Merwyn,M,21
Elfriede,F,18
Wilburn,M,232
Maryann,F,373
Loys,M,7
Margree,F,9
Rozella,F,65
Dena,F,71
Trinidad,F,60
Cola,F,5
Werner,M,74
Othel,F,5
Austin,M,364
Marcella,F,1037
Allan,M,928
Patricia,M,43
Ermadean,F,5
Bud,M,180
Primitivo,M,7
Wetona,F,5
Mallory,M,9
Silvestre,M,20
Noyes,M,8
Philip,F,17
Margaret,M,76
Seaborn,M,14
Clent,M,5
Cal,M,15
Jennifer,F,17
Ranulfo,M,6
Archer,M,14
August,M,453
Virtus,M,5
Rome,M,10
Vita,F,79
Clearance,M,15
Elanor,F,9
Boyce,M,97
Robin,M,60
Toma,F,5
Dula,F,7
Fulton,M,40
Ottis,F,12
Lorain,M,6
Ormand,M,5
Regis,F,5
Cleola,F,23
Benetta,F,9
Joice,F,9
Derrick,M,6
Robey,M,12
Oval,M,6
Baltazar,M,10
Katrine,F,9
Engracia,F,5
Erbie,M,10
Nickie,F,9
Rae,F,178
Yoshiko,F,35
Ramon,M,691
Marielle,F,5
Rosemary,F,3105
Michelena,F,6
Heath,M,5
Gregoria,F,37
Marquerite,F,9
Santos,M,92
Murray,M,436
Prescott,M,5
Willard,M,1513
Evan,M,119
Charmian,F,8
Berthel,M,5
Roberta,M,14
Marylouise,F,23
Consuelo,F,332
Jeweline,F,14
Cleatus,M,16
Berdena,F,13
Robertta,F,6
Macel,F,23
Rina,F,21
Manly,M,9
Ellsworth,M,167
Micheal,M,110
Hinda,F,5
Beata,F,6
Pollyanna,F,13
Eleen,F,7
Max,M,1337
Ruthford,M,6
Annalou,F,9
Eldoris,F,5
Nema,F,8
Michael,F,33
Simone,F,29
Junita,F,22
Love,M,9
Bernhard,M,31
Darel,M,15
Bennie,F,256
Laird,M,22
Melba,F,818
Ishmael,M,20
Carl,M,6891
Virdia,F,6
Orland,M,55
Iyla,F,5
Diann,F,6
Angelia,F,5
Mabel,F,1515
Coye,M,7
Elizadeth,F,5
Marilynn,F,126
Nat,M,34
Victorio,M,5
Vivian,F,3099
Lennon,M,9
Tiodoro,M,5
Arletta,F,51
Ovedia,F,6
Hoyle,M,29
Octave,M,9
Oddie,M,9
Pearle,F,22
Mae,M,15
Mari,F,20
Loris,F,39
Librada,F,8
Sudie,F,51
Lovell,F,15
Delphina,F,11
Yolande,F,34
Barrie,M,17
Babette,F,27
Verona,F,84
Wynne,F,6
Edwardine,F,12
Thomasina,F,31
Hammond,M,6
Hulen,M,10
Hector,M,193
Lucille,M,17
Eddy,M,55
Pernell,M,9
Villa,F,12
Cordy,F,6
Thayer,M,12
Reid,M,49
Larence,M,29
Panfilo,M,10
Roslyn,F,221
Gypsie,F,5
Haden,M,9
Janell,F,35
Holly,F,22
Warren,M,2035
Rankin,M,10
Adelino,M,9
Levie,M,19
Leeroy,M,80
Glema,F,9
Menno,M,13
Michie,F,6
Lucky,M,10
Orie,M,26
Jacob,F,5
Claris,F,28
Parthenia,F,22
Thersa,F,11
Mazell,F,7
Lella,F,12
Courtney,M,57
Medora,F,12
Diantha,F,7
Freddie,M,825
Archie,F,27
Elenor,F,54
Harman,M,14
Olon,M,5
Goble,M,8
Herald,M,21
Clytee,F,8
Lindburgh,M,8
Albon,M,5
Ruie,F,13
Elsworth,M,24
Marda,F,6
Minerva,F,159
Margarite,F,40
Emmeline,F,8
Oneal,M,56
Guy,M,819
Joanne,F,2496
Asher,M,10
Delfina,F,70
Clayton,M,856
Arzie,M,5
Mertha,F,5
Olivine,F,6
Dolly,M,6
Ersie,F,12
Doretha,F,115
Augustus,M,105
Grier,M,7
Alva,M,240
Dorismae,F,10
Sherlie,F,5
Venie,F,5
Candelario,M,38
Atlas,M,8
Delta,F,36
Levina,F,7
Carney,M,5
Aza,F,6
Petronilla,F,6
Woodard,M,9
Watt,M,14
Maureen,F,309
Bessye,F,5
Chalmus,M,10
Huberta,F,11
Effie,M,5
Maurita,F,8
Lettie,F,123
Dellie,F,13
Gwendola,F,10
Rodgers,M,13
Roselene,F,13
Clorinda,F,28
Ellison,M,19
Lorina,F,8
Madonna,F,151
Dawn,F,223
Alfonzo,M,46
Clare,M,64
Fate,M,17
Dickey,M,13
Sydelle,F,29
Ivy,F,79
Jonnie,F,75
Hazeline,F,7
Lawton,M,28
Toby,M,27
Victoria,M,12
Cammie,F,9
Gloriann,F,10
Candace,F,17
Goree,M,5
Medford,M,13
Linnea,F,17
Virginio,M,6
Guss,M,21
Carlee,M,7
Konrad,M,9
Burney,M,14
Margeret,F,22
Wilson,M,400
Jesse,M,2028
Inez,M,21
Hunter,M,61
Royce,M,281
Vinnie,F,41
Mayford,M,10
Vaneta,F,5
Jeanene,F,39
Sherry,F,74
Eulas,M,18
Cecelio,M,5
Steven,M,296
Feliciano,M,17
Lavergne,F,17
Nimrod,M,14
Malvina,F,29
Cole,M,13
Emmit,M,55
Achilles,M,6
Lorelle,F,5
Leverne,M,24
Fenner,M,5
Reinhart,M,9
Marshall,F,10
Odean,M,11
Mieko,F,12
Evlyn,F,10
Harly,M,6
Rhea,M,8
Asalee,F,5
Lawerence,M,64
Pilar,F,27
Basil,M,238
Clydene,F,18
Lorine,F,204
Garda,F,5
Metta,F,12
Agustine,M,5
Jules,M,121
Janet,M,10
Melody,F,10
Hawthorne,M,6
Clemente,M,30
Shiro,M,6
Rafela,F,5
Hildred,F,63
Nadine,F,659
Danny,M,315
Robertha,F,13
Elihue,M,5
Dortha,F,212
Pasco,M,14
Emerson,M,127
Carlo,M,128
Viva,F,43
Letha,F,295
Shelley,F,13
Ester,F,207
Shelley,M,12
Rena,F,409
Geral,F,5
Levonne,F,6
Haldon,M,5
Verlyn,M,32
Dolorez,F,8
Irven,M,24
Douglas,F,22
Karl,M,635
Reber,F,8
Laurabelle,F,8
Albino,M,27
Tennie,F,40
Orlin,M,35
Ermalinda,F,7
Deborah,F,161
Hilaria,F,22
Agapita,F,10
Hollie,F,15
Fredrick,F,5
Virene,F,6
Eleonora,F,5
Winnie,M,5
Mariel,F,15
Dessie,M,7
Vadie,F,8
Mayfield,M,9
Loveda,F,5
Mark,M,577
Major,M,123
Linden,M,21
Newt,M,10
Charmayne,F,5
Samuella,F,5
Lilah,F,21
Dusty,M,6
Broadus,M,20
Thenia,F,7
