name,gender,birth_count
Sebastiana,F,6
Camille,M,12
Elvie,F,34
Artis,M,13
West,M,14
Eartha,F,10
Jennie,M,9
Jesse,M,597
Damon,M,7
Cozy,F,6
Nobie,F,16
Thea,F,10
Mitchell,M,79
Bernyce,F,15
Leonardo,M,13
Channie,F,10
Myrle,M,8
Vonnie,M,5
Roe,M,9
Valda,F,16
Bobbie,F,93
Letitia,F,34
Vern,F,7
Josiephine,F,7
Albertine,F,23
Esmeralda,F,5
Gilman,M,7
Jerry,M,238
Theodis,M,6
Vandora,F,5
Monroe,M,91
Williemae,F,22
Callie,M,5
Karol,M,5
Cecil,M,560
Yola,F,10
Eura,F,25
Webb,M,10
Vernell,F,20
Gaetana,F,6
Ona,F,75
Ramond,M,7
Pinkney,M,6
Mae,F,1449
Elmina,F,11
Mettie,F,10
Sydney,F,12
Rosevelt,M,35
Lorayne,F,6
Ephriam,M,5
Dorris,F,58
Lenard,M,38
Clydie,F,14
Hank,M,5
Alida,F,18
Manning,M,5
Waunita,F,13
Chas,M,25
Burley,M,11
Mortimer,M,18
Seldon,M,7
Ebbie,F,5
Granville,M,38
Adelaide,F,223
Sular,F,6
Arlington,M,6
Tina,F,59
Sim,M,14
Therman,M,7
Enos,M,17
Keller,M,5
Evelynne,F,7
Cruz,M,16
Elva,F,354
Rex,M,82
Kaye,F,6
Marlene,F,11
Annamarie,F,6
Parker,M,15
Everett,M,384
Arley,F,6
Burton,M,84
Villa,F,9
Cosmo,M,7
Hazelle,F,15
Zeb,M,10
Arvella,F,14
Violette,F,34
Audie,F,35
Bernadine,F,121
Luigi,M,6
Charity,F,46
Thomas,M,3293
Syd,F,5
Clementine,F,84
Marta,F,12
Julianna,F,11
Curtis,M,321
Leota,F,121
Izola,F,24
Beatriz,F,16
Rema,F,7
Lema,F,9
Edra,F,19
Rhodie,F,5
Hansel,M,11
Allison,M,22
Audre,F,5
Edmond,M,91
Gaetano,M,18
Elma,M,6
Butler,M,10
Eva,M,9
Ellene,F,12
Alpha,F,110
Marcile,F,6
Rube,M,7
Howard,M,1467
Rilda,F,6
Jonnie,F,21
Salvador,M,23
Vella,F,23
Benjamin,M,690
Estela,F,11
Byrd,M,5
Fleming,M,12
Ima,F,49
Lambert,M,13
Norma,F,531
Lady,F,10
Raphael,M,30
Cleave,M,7
Virgina,F,8
Zeola,F,6
Sofia,F,33
Isaiah,M,33
Francies,F,7
Sheldon,M,25
Illa,F,16
Denis,M,12
Arabella,F,14
Almer,F,6
Christeen,F,16
Ernestine,F,238
Ozie,M,17
Lynette,F,19
Tomie,M,15
Mart,M,5
Benson,M,7
Cora,F,1022
Bernarda,F,8
Tomas,M,20
Cinderella,F,7
Enid,F,87
Maurice,M,397
Santos,M,17
Harry,M,2538
Cleopatra,F,17
Ruth,F,8003
Iona,F,110
Dossie,M,6
Orlando,M,27
Vernia,F,8
Stanley,M,997
Vernon,M,418
Lorenzo,M,62
Berthe,F,7
Benjiman,M,19
Lorretta,F,6
Shigeko,F,7
Reese,M,15
Casimira,F,5
Brigida,F,7
Murray,F,5
Marsha,F,8
Freda,F,413
Isadora,F,11
Lyle,F,12
Nelle,F,78
Dominga,F,15
Alethia,F,12
Easter,F,54
Terrance,M,5
Gail,F,32
Juanita,F,862
Antionette,F,13
Cortez,M,9
Maceo,M,6
Anice,F,10
Loren,M,77
Elroy,M,23
Marinus,M,5
Madeline,F,628
Tom,M,365
Merton,M,33
Norwood,M,17
Adel,F,8
Luisa,F,34
Ethelene,F,7
Celestine,F,34
Earl,F,12
Orene,F,17
Vergie,F,82
Barnie,M,7
Concha,F,11
Duke,M,15
Wells,M,8
Winnie,F,237
Valma,F,9
Broadus,M,6
Luther,F,6
Wilma,F,914
Connie,F,151
Teressa,F,8
Irean,F,5
Harold,M,2448
Cline,M,6
Arlyne,F,7
Nilda,F,5
Norval,M,12
Pascal,M,7
Ervin,M,144
Alvis,M,22
Ingram,M,7
Orlean,F,9
Caesar,M,11
Laurette,F,22
Catarina,F,9
Tony,M,207
Robt,M,5
Jefferson,M,47
Eleonora,F,10
Elodie,F,18
Sammie,M,63
Leo,F,18
Webster,M,31
Celesta,F,7
Piccola,F,10
Elvie,M,10
Cleve,M,23
Minta,F,7
Garnet,M,12
Marian,F,884
Lestie,F,7
Missouri,F,16
Abe,M,94
Everet,M,6
Garnet,F,116
Ferne,F,60
Melville,M,17
Eugene,M,1058
Frank,F,29
Carrol,M,7
Hosey,M,10
Lorenza,F,13
Charlsie,F,7
Zenon,M,5
Stephen,M,486
Radford,M,5
Margarita,F,70
Fonnie,F,8
Toni,F,9
Edwin,M,699
Audrie,F,7
Earlie,F,5
Lana,F,9
Jeane,F,22
Genevra,F,5
Johnny,F,10
Ivory,F,36
Metta,F,13
Bertina,F,5
Boyd,M,85
Lu,F,9
Germaine,F,53
Harley,M,88
Laurene,F,16
Manie,F,11
Bernie,F,11
Malinda,F,58
Lillie,M,9
Isidore,M,53
Elden,M,17
Verba,F,11
Nesbitt,M,5
Maxine,F,531
Dahlia,F,7
Tim,M,23
Agness,F,12
Ernestina,F,12
Wanita,F,12
Norbert,M,55
Lilie,F,11
Lauren,M,12
Nicholas,M,308
Marcia,F,69
Hershel,M,31
Lyle,M,128
Ethan,M,7
Aron,M,25
Crystal,F,48
Venora,F,5
Ofelia,F,14
Stephan,M,9
Forest,F,10
Rolla,M,7
Bobby,F,10
Classie,F,14
Romana,F,7
Julio,M,24
Rotha,F,6
Magdalene,F,71
Mario,M,56
Ardath,F,18
Ozite,F,5
Carolyn,F,387
Brady,M,21
Montine,F,9
Deward,M,10
Fleta,F,18
Rexford,M,6
Archie,M,272
Rilla,F,31
Delia,F,170
Sonya,F,10
Haruko,F,7
Albena,F,11
Zula,F,59
Dorthy,F,57
Vashti,F,11
Dillon,M,8
Delila,F,9
Fidelia,F,7
Leda,F,18
Lucia,F,65
Rosena,F,19
Minola,F,5
Justina,F,24
Graham,M,28
Cathern,F,9
Elida,F,11
Gillis,M,5
Bartholomew,M,9
Simmie,M,5
Amie,F,29
Elinor,F,176
Hannie,F,5
Bedford,M,5
Grazia,F,6
Mimi,F,9
Lorne,M,7
Luda,F,6
Grover,M,114
Charles,F,40
Elza,F,6
Lynne,F,6
Gerry,M,5
Esau,M,6
Burnice,F,19
Fronie,F,17
Noella,F,10
Maryelizabeth,F,5
Susan,F,459
Eltha,F,8
Osborne,M,14
Guadalupe,M,29
Willaim,M,5
Luciano,M,10
Phillis,F,9
Edyth,F,20
Junia,F,5
Josie,F,193
Vernita,F,7
Clifton,F,5
Henry,M,3167
Eleanora,F,58
Mayola,F,13
Claris,F,7
Ole,M,11
Oda,F,25
Byron,M,96
Ailene,F,8
Carlos,M,69
Dorathy,F,17
Tommie,F,79
Jessye,F,6
Beula,F,10
Eldon,M,64
Spurgeon,M,10
Vertie,F,15
Wauneta,F,9
Vivienne,F,43
Evangelina,F,6
Ronnie,M,10
Eufemia,F,6
Vernice,M,5
Libby,F,44
Bertice,F,7
Orella,F,5
Jamie,F,15
Gussie,F,245
Elaine,F,199
Lillias,F,6
Nevin,M,7
Evia,F,10
Nelia,F,8
Clemon,M,9
Jay,F,5
Clearence,M,6
Azalea,F,6
Laurina,F,5
Adelia,F,38
Dean,F,15
Daisey,F,13
Elmon,M,6
Ela,F,7
Eliza,F,258
Gwendolyn,F,194
Nathan,M,348
Essie,M,14
Fleda,F,7
Izetta,F,22
Marguerite,F,1112
Aggie,F,11
Gayle,M,6
