name,gender,birth_count
Andrea,F,7481
Shalyn,F,8
Dandy,M,6
Esperansa,F,9
Chantele,F,9
Tammika,F,7
Goran,M,10
Lael,F,15
Nathon,M,19
Tesa,F,28
Mallory,M,8
Nidia,F,30
Cain,M,42
Elton,M,250
Gwenetta,F,5
Domitila,F,5
Mikhail,M,5
Audrie,F,18
Lamar,F,11
Lezlie,F,35
Kya,F,6
Suelynn,F,5
Corinne,F,283
Nirav,M,10
Chancey,M,18
Kristiana,F,22
Pilar,F,59
Ljiljana,F,5
Tod,M,96
Judy,F,930
Malek,M,5
Latondra,F,8
Doy,M,5
Arash,M,16
Nyesha,F,13
Jamal,F,9
Deidre,F,275
Louie,F,7
Quenton,M,39
Aiko,F,5
Patricia,F,8040
Shaquana,F,10
Eleno,M,10
Devri,F,6
Aundrey,M,11
Lynn,F,1646
Amity,F,60
Marline,F,13
Kristalyn,F,8
Vincent,F,12
Annabella,F,5
Hermes,M,8
Cherelle,F,9
Jaworski,M,10
Corby,M,46
Candee,F,20
Lucretia,F,190
Kari,F,1805
Tiera,F,11
Carlotta,F,72
Alfreda,F,91
Reginia,F,26
Marcos,M,462
Wyconda,F,5
Robbi,F,23
Mae,F,87
Jenine,F,52
Crisanta,F,7
Ereka,F,8
Roselind,F,5
Robie,M,13
Claud,M,11
Evangelos,M,16
Breann,F,5
Deserae,F,6
Demarlo,M,7
Philbert,M,21
Kersten,F,19
Deatrice,F,21
Noelia,F,46
Jullie,F,9
Jami,F,446
Kriste,F,27
Justi,F,5
Florine,F,10
Deanna,M,12
Cherisse,F,47
Cresha,F,5
Paula,M,18
Arin,F,31
Hiede,F,5
Garren,M,10
Dejon,M,5
Wilhemenia,F,5
Marcellis,M,5
Karole,F,5
Raymona,F,6
Delores,F,232
Meg,F,85
Lemond,M,10
Lurdes,F,6
Elane,F,7
Awilda,F,37
Latarshia,F,6
Leovardo,M,10
Carissa,F,270
Roseanne,F,78
Antone,M,63
Tarissa,F,7
Yessica,F,18
Torris,M,10
Teasha,F,15
Shanda,F,387
Hector,F,18
Albino,M,9
Gwenn,F,11
Tona,F,34
Wilfredo,M,149
Damen,M,53
Noble,M,17
Jolinda,F,24
Darnel,M,17
Avon,M,17
Shown,M,9
Amisha,F,7
Jeanita,F,5
Deshon,M,38
Tiffanye,F,6
Shaquita,F,23
Gershon,M,12
Frederich,M,11
Elvis,M,146
Kalinda,F,5
Jonda,F,13
Lavisha,F,5
Jermiah,M,14
Christain,M,16
Shonnie,F,7
Tassy,F,6
Leandre,M,11
Demond,F,7
Aracelia,F,11
Elon,M,6
Gale,F,65
Aura,F,34
Chiqueta,F,8
Nico,F,8
Patrena,F,5
Joeli,F,6
Caliph,M,13
Niko,M,8
Reade,M,10
Juliet,F,203
Raychel,F,6
Shahn,M,5
Teray,M,5
Meosha,F,8
Inge,F,10
Trever,M,80
Edric,M,13
Fiorella,F,5
Foster,M,28
Halona,F,9
Lazette,F,5
Hardin,M,5
Mary,F,11750
Lionel,M,212
Rama,M,16
Sarah,M,31
Yousef,M,5
Bengie,M,11
Avin,M,5
Tobie,F,71
Cherlyn,F,26
Limmie,M,5
Martina,F,153
Annaliese,F,8
Ayinde,M,8
Justine,F,252
Rodrick,M,231
Aquanette,F,6
Solon,M,8
Latechia,F,5
Adelbert,M,10
Takeya,F,6
