name,gender,birth_count
Demetrius,F,45
Gabor,M,6
Clarke,M,36
Leon,F,8
Alena,F,68
Donavin,M,7
Arman,M,5
Olga,M,5
Ilysa,F,8
America,F,24
Dalton,M,108
Tondra,F,33
Joellyn,F,14
Aimie,F,10
Sharis,F,6
Monalisa,F,23
Michelina,F,14
Terah,F,7
Rondalyn,F,7
Thompson,M,12
Diron,M,7
Kennedy,M,33
Vivien,F,12
Emilia,F,67
Nicci,F,6
Efrem,M,54
Kimla,F,8
Wesly,M,11
Payton,M,21
Juliette,F,138
Virgel,M,9
Olando,M,10
Donovan,M,479
Varina,F,5
Tarry,M,16
Daril,M,9
Dicie,F,8
Grasha,F,5
Meda,F,8
Ricco,M,15
Mica,F,24
Electra,F,5
Wallace,F,10
Anderson,M,71
Chiara,F,14
Salvatore,M,498
Jessee,M,9
Nathanial,M,28
Tammila,F,5
Babak,M,5
Camella,F,20
Donita,F,95
Angie,M,6
Taresa,F,17
Necol,F,9
Edmond,M,185
Erik,M,2721
Fransisco,M,17
Sheralyn,F,15
Arif,M,7
Dionne,M,12
Kathleene,F,7
Brad,F,11
Jervis,M,8
August,F,7
Campbell,M,9
Marshall,F,25
Remigio,M,6
Timathy,M,5
Jeana,F,209
Marlin,F,12
Regena,F,56
Curt,M,511
Cecilio,M,29
Sebastiano,M,10
Lavon,F,44
Roch,M,6
Lace,F,5
Joely,F,95
Shalana,F,7
Freddy,M,201
Gerrie,F,19
Ruby,F,683
Elwin,M,11
Wardell,M,37
Paulino,M,22
Shepherd,M,7
Tifany,F,7
Mika,F,29
Casie,F,19
Charley,M,96
Yalanda,F,22
Ronell,M,13
Celinda,F,29
Michael,F,457
Marilou,F,14
Ronit,F,14
Zanetta,F,11
Tyrell,M,22
Sybil,F,79
Kendy,F,9
Jazette,F,5
Blima,F,8
Kamela,F,39
Marlies,F,11
Harlow,M,10
Shamra,F,6
Dimitra,F,14
Nicklos,M,5
Jearld,M,7
Arline,F,33
Kasha,F,18
Lyna,F,7
Caree,F,6
Monday,F,5
Nikkii,F,5
Rebeccah,F,11
Bethani,F,7
Ivone,F,7
Melena,F,14
Lilian,F,39
Collis,M,14
Milton,M,652
Gerise,F,5
Alistair,M,5
Elizabeth,M,62
Delpha,F,6
Elan,F,19
Daron,M,175
Kacey,M,9
Hilton,M,58
Krystina,F,7
Rolando,M,253
Vanita,F,31
Percy,F,5
Torence,M,5
Aina,F,6
Dushon,M,11
Roddrick,M,10
Ashley,F,642
Macon,M,7
Jamison,F,7
Lucretia,F,136
Akim,M,6
Jeanean,F,9
Aviva,F,25
Anastacio,M,21
Dorethea,F,10
Wynetta,F,9
Sharlene,F,218
Tamala,F,121
Shlomo,M,9
Beryl,F,13
Khristian,F,6
Kenda,F,46
Tesha,F,43
Desmon,M,5
Pricillia,F,5
Roanld,M,5
Clemente,M,30
Dvon,M,5
Peder,M,14
Javonna,F,6
Hermon,M,11
Sherece,F,13
Sarae,F,5
Ulonda,F,13
Chauntelle,F,5
Norma,M,9
Lenell,M,5
Roshawn,F,26
Bambi,F,73
Fredy,M,7
Candy,F,1012
Merri,F,65
Antoinetta,F,9
Geanie,F,5
Trenese,F,5
Kelita,F,5
Deandre,M,58
Osualdo,M,9
Tenita,F,5
Treg,M,9
Eyvette,F,9
Laurie,M,16
Dawnn,F,9
Gilad,M,5
Leland,F,5
Sena,F,17
Chaunte,F,5
Mariano,M,47
Randy,F,67
Tomicka,F,6
Diamond,M,5
Keelie,F,9
Mel,M,47
Ester,F,84
Necia,F,13
Senon,M,5
Burdette,M,5
Merton,M,8
Ulrick,M,6
Devin,F,34
Willia,M,9
Olegario,M,6
Lashone,F,28
Darick,M,29
Surena,F,6
Labarron,M,5
Bronte,F,6
Alexis,F,204
Mashelle,F,7
Aubry,M,10
Aloma,F,6
Paola,F,33
Fredrik,M,7
Arnez,M,5
Janeene,F,6
Pal,M,6
Gwendelyn,F,6
Mila,F,28
Pamla,F,24
Nancylee,F,5
Jorden,M,6
Bartholomew,M,75
Tamarra,F,14
Melanee,F,26
Pino,M,5
Kathey,F,17
Marcia,F,1115
Antwann,M,5
Frank,F,45
Sherly,F,8
Connie,F,3545
Mardina,F,6
Lamon,M,17
Cherron,F,6
Merrilee,F,34
Derrick,F,31
Risa,F,75
Pearlie,F,27
Gerad,M,5
Margorie,F,5
Darcee,F,11
Mya,F,10
Trevis,M,53
Salli,F,24
Breton,M,6
Timika,F,15
Cinnamin,F,6
Adalia,F,7
Delon,M,20
Taniya,F,6
Teodoro,M,43
Margarete,F,14
Jeaninne,F,12
Jeffery,M,6744
Waymon,M,38
Myrta,F,9
Joline,F,13
Eudora,F,11
Laurena,F,8
Dione,M,13
Kery,F,5
Presley,M,10
Paco,M,5
Cande,F,5
Monica,F,6036
Donetta,F,51
Chuck,M,409
Lawerance,M,13
Ismael,M,248
Sharene,F,24
Bianca,F,104
Shereda,F,5
Ely,M,12
Cooper,M,12
Rodriguez,M,13
Roselinda,F,9
Dyon,M,5
Edouard,M,5
Olaf,M,16
Darryn,M,35
Brigitta,F,15
Rulon,M,5
Kellieann,F,7
Katrine,F,13
Beverley,F,59
Viola,F,140
Torrin,M,5
Deelynn,F,5
Kimmy,M,7
Han,M,6
Blanton,M,6
Algie,M,8
Marcelene,F,8
Gerrilyn,F,5
Ghana,F,7
Charlon,F,5
Angela,M,49
Maureen,F,2012
Janiene,F,11
Gracie,F,129
Gale,F,155
Jeffrey,M,28994
