name,gender,birth_count
Carol,F,36
Gertha,F,10
Murphy,M,6
Mahala,F,17
Emmie,F,48
Tena,F,38
Minnie,F,2530
Maggie,F,871
Philomene,F,10
Anna,M,17
Olivia,F,114
Cathrine,F,18
Parthenia,F,14
Hale,M,7
Merton,M,17
Josiah,M,12
Rosa,M,7
Lila,F,201
Hampton,M,9
Hayden,M,8
Robin,M,6
Retta,F,31
Carl,F,5
Belle,F,238
Rettie,F,8
Dema,F,8
Sherman,M,100
Adolph,M,93
Nickolas,M,6
Lavenia,F,12
Bette,F,5
Rollie,M,14
Yvonne,F,25
Elma,M,6
Clyde,M,372
Leora,F,49
Alvina,F,114
Oral,M,9
Alvie,M,15
Randolph,M,24
Eloisa,F,10
Fairy,F,21
Antonetta,F,5
Malinda,F,52
Hiram,M,46
Calla,F,5
Bryant,M,26
Unknown,F,6
Harry,F,11
Wyatt,M,20
Volney,M,5
Dessie,F,108
Juan,M,63
Charles,M,3639
Isadore,M,25
Etter,F,5
Corrie,F,28
Alice,M,13
Lular,F,13
Mima,F,10
Pernie,F,6
Floe,F,5
Muriel,F,144
Almon,M,5
Texanna,F,9
Osborne,M,6
Parlee,F,7
Hans,M,16
Heber,M,12
Florine,F,28
Averil,F,9
Marcel,M,5
Liza,F,27
Will,M,508
Signe,F,24
Lilah,F,6
Dempsey,M,6
Lawyer,M,5
Carmelita,F,7
Finley,M,6
Pearley,F,6
Gwendolyn,F,24
Bennett,M,18
Sebastian,M,5
Emmit,M,8
Ilo,F,7
Ivory,F,12
Antonio,M,35
Fleet,M,5
Angeline,F,88
Ollie,F,409
Irine,F,7
Eddie,F,50
Fronnie,F,6
Milda,F,13
Sumner,M,6
Victorine,F,9
Lester,F,8
Glenn,F,13
Little,M,8
Birda,F,6
Everlena,F,5
Theadore,M,7
Monnie,F,11
Lallie,F,5
Thaddeus,M,9
Glen,M,113
Eve,F,27
Vernie,F,42
Burl,M,15
Cleola,F,6
Elta,F,16
Richard,F,5
Exie,F,19
Simmie,M,6
Wanda,F,58
Pat,M,27
Cecile,F,144
Zina,F,6
Amelie,F,5
Lowell,M,29
Ossie,F,17
Michael,M,400
Dallas,M,29
George,F,32
Letty,F,8
Essex,M,5
Clemmie,F,36
Odell,F,13
Fannye,F,9
Cameron,M,7
Noah,M,69
Bascom,M,10
Amos,M,110
Elzie,M,14
Loyal,M,8
Artie,M,9
Ozie,F,10
Davis,M,21
Mason,M,18
Lolo,F,5
Brooks,M,8
Enrique,M,10
Hurley,M,11
Inez,F,398
Orelia,F,6
Cecilia,F,168
Elton,M,17
Wilma,F,105
Ellis,F,8
Dorsey,M,20
Alvin,M,183
Dortha,F,5
Lucile,F,300
Marian,F,267
Ferd,M,5
Harvie,M,6
Stuart,M,20
Naoma,F,13
Olevia,F,9
Josiephine,F,11
David,F,7
Rudolf,M,5
Penelope,F,6
Villa,F,6
Cornelious,M,10
Hallie,F,134
Minta,F,15
Oren,M,13
Ida,M,5
Estel,M,7
Odette,F,7
Estell,M,6
Ionia,F,5
Ammie,F,11
Shelby,M,14
Osa,F,10
Addie,F,485
Ellie,F,52
Taylor,M,32
Al,M,27
Audry,F,6
Stephen,M,164
Paul,M,964
George,M,4286
Mertie,F,30
Dula,F,5
Marguerite,F,725
Lee,M,455
Gola,F,6
Simpson,M,11
Nella,F,14
Lucia,F,34
Elba,F,8
Mamie,M,6
Gillie,F,16
Lorin,M,5
Maurine,F,17
Merrill,M,23
Dicy,F,6
Kitty,F,35
Madie,F,22
Gustaf,M,8
Manie,F,5
Retha,F,20
Madora,F,6
Era,F,54
Gaston,M,10
Milton,M,194
Edwin,M,351
Molly,F,49
Zettie,F,9
Albina,F,43
Cleveland,M,56
Magdalene,F,29
Johnnie,M,116
Savilla,F,5
Philip,M,218
Lona,F,72
Dayton,M,7
Almeda,F,34
Rolla,M,15
Phebe,F,19
Nezzie,F,8
Leander,M,13
Hosea,M,14
Leverett,M,6
Casimira,F,8
Lawrence,M,499
Levi,M,68
Laverne,F,26
Delfina,F,14
Helmer,M,6
Bennie,F,24
Eloise,F,77
Eric,M,25
Evelyn,F,646
Sabina,F,15
Dick,M,27
Johnny,M,38
Floy,F,70
Lealer,F,8
Reese,M,8
Lugenia,F,7
Burma,F,7
Senie,F,5
Elmina,F,5
Fred,F,15
Savanah,F,6
Angus,M,14
Oswald,M,13
Loretta,F,391
Alton,M,31
Bertie,M,8
Nellie,F,1696
Ruben,M,49
Johnie,F,13
Adolphus,M,21
Coleman,M,18
Irving,M,87
Adelina,F,22
Renee,F,7
Leonora,F,36
Jimmie,F,65
Clement,M,32
Dot,F,6
Edith,M,10
Goldie,M,6
Eura,F,14
Jeanne,F,49
Ruey,F,5
Freida,F,28
Elvie,F,20
David,M,765
Monroe,M,63
Odelia,F,18
Catharine,F,98
Waldo,M,14
Ethie,F,5
Regina,F,149
Tressie,F,25
Roderick,M,9
Ward,M,41
Emily,M,5
Clarabelle,F,6
Adaline,F,23
Chas,M,18
Barbara,F,324
Ellwood,M,7
Oneida,F,5
Mae,F,1148
Edd,M,39
Toney,M,7
Erma,F,192
Carmela,F,33
Bernadette,F,49
Lethie,F,5
Mark,M,120
Stella,F,1054
Edith,F,1932
Vida,F,80
Allie,F,221
Bonnie,F,163
Tennie,F,38
Benito,M,6
Warren,M,125
Marina,F,9
Nate,M,6
Patricia,F,37
Geo,M,13
Lucinda,F,124
Effa,F,6
Temple,F,5
Barton,M,7
Lorenza,F,7
Moe,M,8
Dossie,F,5
Joyce,F,37
Alvah,M,17
Irvin,M,79
Aaron,M,69
Clemon,M,5
Jinnie,F,5
Cherry,F,15
Jonnie,M,5
Sherwood,M,5
Leslie,M,237
Bertie,F,183
Byrd,F,5
Ed,M,246
Amon,M,5
Carter,M,13
Lyle,M,35
Russell,M,327
Ula,F,11
Handy,M,6
Ebba,F,15
Justina,F,14
Doshie,F,11
Pansy,F,79
Oma,F,97
Alphonse,M,26
Pluma,F,10
Hetty,F,8
Esau,M,5
Lolita,F,6
Oral,F,12
Irma,F,261
Marcellus,M,8
Eulalie,F,12
Evie,F,68
Sada,F,8
Thelma,F,260
Avie,F,9
Georgia,F,562
Grady,F,5
Francies,F,9
Sena,F,18
Lavina,F,32
Verna,F,326
Otilia,F,5
Charlotte,F,492
Antoinette,F,91
Judge,M,14
Vivian,M,18
Rosa,F,808
Loy,F,5
Roger,M,70
Lettie,F,98
Sudie,F,52
Connie,M,10
Maymie,F,19
Jack,F,5
Larue,F,9
Mariah,F,23
Lorenzo,M,35
Angelina,F,73
Hezekiah,M,13
Allean,F,9
Saphronia,F,5
Lue,F,32
Chesley,M,8
Ethel,F,3502
Godfrey,M,9
Urban,M,9
Elmore,M,24
Maple,F,6
Beatrice,M,5
Terrence,M,8
Vinton,M,5
Permelia,F,8
Washington,M,14
Ewell,M,5
Wade,M,63
Malvina,F,27
Tillie,F,189
Oleta,F,10
Tollie,F,6
Macy,F,6
Gretta,F,8
Mollie,F,374
Jesus,M,21
Amelia,F,365
Mervin,M,7
Ashton,M,7
Wilton,M,8
Margarite,F,7
Lethia,F,7
Harry,M,2091
Andres,M,5
Lenna,F,26
Maizie,F,5
Birtha,F,18
Ines,F,7
Rex,M,35
Mathews,M,6
Adam,M,96
Ezekiel,M,16
Nicey,F,5
Maud,F,298
Mathew,M,40
Mary,F,13811
Pinky,F,6
Izora,F,16
Harley,M,64
Fleda,F,12
Milo,M,31
Evalyn,F,28
Meda,F,25
Alpha,F,82
Vera,F,675
Jemima,F,5
Consuelo,F,19
Thelma,M,5
Lawson,M,12
Emily,F,527
Lavinia,F,29
Kyle,M,6
Lola,F,450
Lemon,M,9
Lamar,M,7
Aloys,M,7
Celina,F,10
Alleen,F,6
Kate,F,303
Elsa,F,129
Vergil,M,12
Oliva,F,9
Leonore,F,13
Jean,M,27
Pennie,F,10
Ermine,F,8
Johnny,F,5
Shirley,F,55
Nelson,M,86
Cyrus,M,22
Rube,M,13
Louie,M,45
Gale,F,5
Vassie,F,17
Dixie,F,40
Lida,F,73
Emmitt,M,14
Aileen,F,37
Ethyle,F,5
Garfield,M,20
Cullen,M,5
Chalmer,M,7
Kattie,F,28
Ross,M,83
Almeta,F,10
Rosario,F,5
Nonnie,F,11
Dominick,M,15
Margot,F,5
Birdia,F,5
Sophie,F,258
Oakley,M,11
Mckinley,M,121
Jarvis,M,7
Ignacio,M,10
Cinda,F,9
Bernie,M,5
Fredda,F,6
Chrystal,F,6
Oscar,M,539
Emile,M,34
Crescentia,F,5
Johnie,M,75
Garnet,F,29
Loyd,M,56
Rowena,F,43
Gust,M,21
Seth,M,11
Lassie,F,14
Sammie,F,16
Albena,F,5
Noma,F,8
Okey,M,12
Agda,F,7
Martin,M,343
Rosebud,F,5
Lorene,F,44
Beryl,F,45
Sallye,F,5
Ara,F,21
Frankie,F,58
Lucy,F,1074
Mary,M,57
Esther,M,6
Orrin,M,9
Arvella,F,5
Noel,M,12
Reginald,M,30
Bruce,F,6
Arlie,M,20
Ursula,F,31
Claudine,F,13
Ella,F,1683
Imo,F,10
Tillman,M,13
Ola,F,273
Jeanette,F,172
Columbia,F,6
Lauretta,F,61
Marie,F,3087
Juliette,F,14
Horatio,M,6
Mabelle,F,42
Isaac,M,191
Sevilla,F,5
Chloe,F,53
Mariano,M,5
Jeff,M,62
Iva,F,434
Charlene,F,9
Natalia,F,5
Buck,M,19
Lena,F,1318
Leonard,M,350
Honora,F,11
Clarabel,F,5
Balbina,F,5
Bennie,M,96
Doretha,F,6
Leona,F,556
Mariana,F,6
Arletta,F,7
Jewell,M,15
Tommie,M,45
Freddie,F,30
Lossie,F,14
Octavia,F,49
Katherina,F,5
Babe,M,5
Alva,F,76
Edmund,M,110
Ethan,M,9
Lemuel,M,20
Tilman,M,5
Ivey,M,8
Ludwig,M,12
Loula,F,6
Mettie,F,22
Hershel,M,11
Laurel,M,6
Kittie,F,29
Casimir,M,8
Erla,F,5
Leaner,F,10
Eathel,F,7
Gary,M,13
Bert,M,173
Patsy,F,23
Pinkney,M,7
Cassie,F,94
Florence,F,3323
Vina,F,53
Vlasta,F,10
Deliah,F,5
Rilla,F,28
Ora,M,42
Aletha,F,19
Lura,F,94
Delmar,M,9
Olive,F,583
Matie,F,9
Lelar,F,7
Dollye,F,6
Elmo,M,23
Jenny,F,29
Angela,F,60
Elnora,F,106
Kathryne,F,19
Stonewall,M,6
Maxie,F,18
Blanche,F,1150
Smith,M,13
Byron,M,59
Sterling,M,21
Hettie,F,131
Mat,M,5
Verta,F,8
Raymond,M,859
Denis,M,10
Abigail,F,15
Sybil,F,31
Carleton,M,6
Gail,F,36
Omer,M,38
Thomas,M,2088
Lemmie,M,5
Myrna,F,15
Clora,F,19
Euna,F,18
Anita,F,139
Elden,M,7
Lina,F,66
Anastacia,F,12
Neola,F,5
Gabrielle,F,5
Mitchel,M,8
Bess,F,151
John,M,8139
Augustine,F,18
Marietta,F,43
Rossie,F,20
Sammy,M,5
Viola,F,1047
Isabell,F,58
Boyd,M,34
Madeleine,F,48
Linda,F,104
Carlos,M,30
Trinidad,F,11
Anthony,M,276
Dosha,F,7
Georgian,F,5
Elaine,F,38
Jay,F,5
Francisca,F,13
Victor,M,201
Katy,F,10
Osie,F,16
Louetta,F,12
Phil,M,17
Lupe,F,5
Emmaline,F,6
Cruz,F,6
Carl,M,852
Amie,F,14
Frank,F,17
Ragna,F,7
Barnett,M,5
Eleonora,F,9
Lyman,M,23
Jennette,F,12
Maude,F,1104
Alma,M,18
Rudy,M,7
Marye,F,7
Jennings,M,40
Porter,M,26
Elizebeth,F,25
Alva,M,68
Judson,M,15
Lissie,F,11
Lisle,M,9
Elwood,M,35
Girtrude,F,6
Charlie,M,714
Forrest,F,8
Felipe,M,10
Narcissus,F,7
Bee,M,9
Ottie,M,8
Giles,M,8
Turner,M,22
Vessie,F,14
Shelton,M,6
Webster,M,15
Janetta,F,6
Dorotea,F,5
Winifred,F,212
Helene,F,100
Martha,F,2022
Mathias,M,5
Daphne,F,15
Stacy,F,8
Germaine,F,7
Kirby,M,10
Ransom,M,14
Erwin,M,50
Lucie,F,26
Ernestina,F,6
Marquerite,F,6
Viva,F,34
Clemence,F,10
Ernestine,F,56
Carrie,F,1388
Hazle,F,17
Margaret,F,4051
Paulyne,F,5
Onie,F,23
Vivienne,F,9
Millard,M,64
Mahlon,M,18
Georgina,F,14
Corean,F,10
Dagny,F,7
Iona,F,56
Sophia,F,278
Vester,M,12
Reinhold,M,10
Douglas,M,72
Lucas,M,7
Betty,F,342
Emil,M,143
Lyla,F,15
Nile,M,7
Beula,F,13
Jose,M,104
Jonnie,F,15
Philip,F,6
Houston,M,29
Crawford,M,20
Fay,M,21
Gabriel,M,18
Mignon,F,12
Eulah,F,18
Cleo,M,27
Christopher,M,73
Blanch,F,69
Ole,M,19
Angele,F,6
Bartholomew,M,8
Edmonia,F,7
Leo,M,497
Silvia,F,9
Pauline,M,5
Adah,F,46
Rodney,M,14
Antonina,F,5
Leva,F,8
Girtha,F,7
Butler,M,11
Milburn,M,9
Lorraine,F,45
Sheridan,M,6
Edward,M,2296
Audie,F,17
Sullivan,M,6
Ozella,F,11
Cleopatra,F,7
Hughes,M,6
Trudy,F,5
Hamp,M,5
Laurence,M,59
Della,F,642
Rosia,F,20
Odie,M,16
Helen,F,4392
Berry,M,20
Lonie,F,29
Eben,M,6
Newman,M,8
Melva,F,17
Vernal,F,7
Chanie,F,7
Rosanna,F,27
Glover,M,8
Caroline,F,437
Jesusa,F,5
Sandy,M,13
Nolia,F,6
Alfred,M,527
Hazel,M,11
Lucretia,F,31
Biddie,F,7
Milly,F,5
Herma,F,5
Betsey,F,9
Ida,F,2159
Wylie,M,13
Lotus,F,11
Meredith,M,5
Velma,F,249
Dee,F,8
Daisey,F,18
Hassie,F,25
Garnett,M,9
Icy,F,17
Ewing,M,5
Loy,M,7
Burr,M,6
Lillia,F,12
Kathleen,F,259
Rita,F,109
Clayton,M,102
Jasper,M,90
Ingeborg,F,8
Susie,F,718
Nancy,F,527
Huey,M,8
Williemae,F,5
Clifford,F,12
Angelo,M,13
Sonny,M,6
Mona,F,56
Versie,F,16
Colonel,M,6
Billie,F,41
Zella,F,130
Bill,M,86
Trilby,F,6
Nelle,F,89
Albin,M,18
Hosie,M,5
Sigrid,F,7
Grayce,F,18
Dan,M,133
Cathryn,F,30
Emmy,F,7
Lurline,F,11
Ulysses,M,32
Birtie,F,16
Dana,M,10
Teresa,F,209
Thompson,M,7
Alphonso,M,13
Delia,F,190
Ena,F,10
Renna,F,6
Chaney,F,5
Evah,F,5
Helen,M,10
Buell,M,6
Evelina,F,14
Kathryn,F,625
Eugene,M,507
Goldia,F,16
Bernetta,F,12
Sim,M,18
Elberta,F,5
Girlie,F,5
Bertram,M,14
Merle,F,86
Herman,M,427
Media,F,10
Zada,F,15
Emilia,F,24
Lannie,F,10
Linford,M,5
Norval,M,7
Pheobe,F,10
Frank,M,2845
Doc,M,7
Pauline,F,756
Linnie,F,81
Virginia,F,621
Nollie,F,8
Miriam,F,169
Vela,F,5
Daisy,F,661
Beatrice,F,870
Geraldine,F,86
Paris,M,7
Ona,F,63
Raymon,M,8
Irby,M,6
Joan,F,31
Solomon,M,44
Buelah,F,19
Evelena,F,6
Ouida,F,20
Vern,M,36
Lyle,F,10
Lulu,F,228
Royal,M,26
Nan,F,56
Rocco,M,13
Guadalupe,F,25
Charity,F,39
Algie,M,8
Vada,F,72
Avo,F,7
Faye,F,132
Paralee,F,10
Rose,M,10
Thornton,M,8
Archibald,M,17
Orin,M,13
Isabelle,F,180
Pattie,F,41
Leon,F,6
Lydia,F,580
Hannah,F,323
Orland,M,5
Elmer,M,576
Nugent,M,6
Cara,F,8
Golda,F,84
Littie,F,10
Rosalie,F,95
Ernie,M,14
Clare,M,19
Gwen,F,6
Tressa,F,33
Elvia,F,6
Maebelle,F,5
Nicholas,M,106
Clovis,M,7
Bernice,M,9
Ethel,M,12
Luther,M,265
Merl,M,9
Forest,M,50
Clint,M,26
Ana,F,12
Roby,M,8
Kelly,M,14
Beuna,F,9
Madaline,F,22
Monte,M,5
Micheal,M,10
Izetta,F,11
Izola,F,5
Margrett,F,9
Augustus,M,53
Louis,M,871
Zeta,F,6
Orlean,F,5
Albertine,F,27
Mattye,F,5
Randall,M,10
Gustave,M,39
Tilla,F,7
Jossie,F,13
Gerard,M,10
Lillian,M,11
Nell,F,215
Fidelia,F,6
Bessie,F,2435
Loree,F,7
Wilbert,M,40
Elvera,F,9
Ettie,F,33
Berniece,F,21
Orah,F,6
Audrey,F,108
Dillie,F,12
Buford,M,17
Luz,F,6
Flo,F,15
Lanie,F,6
Adelbert,M,16
Glenna,F,43
Jamie,M,6
Estelle,F,392
Celie,F,6
Pablo,M,11
Mandy,F,53
Tinnie,F,13
Madelyn,F,26
Vangie,F,5
Lilla,F,55
Queen,F,28
Felicita,F,5
Israel,M,27
Margaretta,F,16
Celesta,F,11
Rubin,M,13
Tracy,M,11
Mabell,F,10
Elsye,F,5
Hilder,F,6
Alverta,F,9
Seaborn,M,7
Everette,M,13
Louisa,F,138
Luella,F,230
Gennie,F,7
Rosalee,F,18
Rosalia,F,16
Elias,M,28
Dana,F,13
Cordie,F,38
Elder,M,7
Ferdinand,M,40
Zenobia,F,11
August,M,180
Angie,F,60
Melba,F,33
Willis,M,145
Reno,M,5
Ignacia,F,5
Celestia,F,9
Rollin,M,11
Isham,M,6
Leola,F,141
Clifford,M,311
Thea,F,11
Reine,F,5
Ethelyn,F,28
Iola,F,49
Novella,F,21
Van,M,37
Claire,M,11
Margarett,F,6
Honor,F,5
Nobie,F,8
Lizzie,F,508
Tess,F,5
Alfonso,M,14
Hollis,M,11
Angelica,F,5
Lillar,F,7
Erna,F,85
Enid,F,34
Major,M,42
Rissie,F,5
Cleone,F,5
Omar,M,11
Eulala,F,6
Otillia,F,7
Aline,F,70
Wright,M,5
Hardy,M,20
Louie,F,23
Josephine,F,1256
Garnette,F,6
Loraine,F,30
Octavie,F,6
Letitia,F,31
Murry,M,13
Merna,F,5
Oran,M,11
Onnie,F,9
Gina,F,10
Offie,F,6
Elliott,M,25
Trannie,F,6
Alethia,F,5
Joseph,M,3051
Nettie,F,628
Luis,M,14
Annice,F,10
Dudley,M,27
